"","CoreAssociationScore","HealthAssociationScore","StabilityAssociationScore","HAC_Score","HAC_Score_RankScaled","mean_scores","RewardGini","HAC_Score_confirm"
"Porphyromonas_endodontalis",0.836986301369863,0.444754293556134,0.65605390044793,0.515187495853399,0.793172690763052,0.645931498457976,0.797588439460376,0.515187495853399
"Olsenella_profusa",0.66027397260274,0.852407014994652,0.43923714713143,0.5129160889552,0.791164658634538,0.65063937824294,0.788326231253226,0.5129160889552
"Streptococcus_salivarius",0.857534246575342,0.561162539605659,0.487185091392384,0.511844240796809,0.789156626506024,0.635293959191128,0.805680950356432,0.511844240796809
"Olsenella_uli",0.591780821917808,0.510680208270267,0.512020898270495,0.51112710493701,0.78714859437751,0.538160642819523,0.949766787588033,0.51112710493701
"Capnocytophaga_granulosa",0.782191780821918,0.373532017517305,0.866946558701813,0.509751938618843,0.785140562248996,0.674223452347012,0.756057857145678,0.509751938618843
"Fretibacterium_fastidiosum",0.80958904109589,0.579987588545135,0.473688706512106,0.509121667189782,0.783132530120482,0.621088445384377,0.81972490548379,0.509121667189782
"Aggregatibacter_sp_oral_taxon_458",0.505479452054794,0.702434965994632,0.515711653467608,0.508890185859066,0.781124497991968,0.574542023839011,0.885731878163987,0.508890185859066
"Soonwooa_buanensis",0.423287671232877,0.769282355552865,0.672875367976724,0.506483570147492,0.779116465863454,0.621815131587488,0.814524356868648,0.506483570147492
"Neisseria_shayeganii",0.423287671232877,0.751955056406531,0.666368164675514,0.504314502380422,0.77710843373494,0.613870297438307,0.821532666566434,0.504314502380422
"Prevotella_histicola",0.978082191780822,0.348705374260863,0.81456712170537,0.503992623409032,0.775100401606426,0.713784895915685,0.706084741065417,0.503992623409032
"Sneathia_sanguinegens",0.423287671232877,0.662307723355735,0.803315186479379,0.502961021940496,0.773092369477912,0.629636860355997,0.798811272986975,0.502961021940496
"Treponema_pedis",0.505479452054794,0.760590906338924,0.49720341425475,0.499962093521432,0.771084337349398,0.587757924216156,0.85062586640272,0.499962093521432
"Butyrivibrio_fibrisolvens",0.423287671232877,0.858649875885451,0.65152282285642,0.499366055107391,0.769076305220884,0.644486789991583,0.774827448540742,0.499366055107391
"Oribacterium_parvum",0.423287671232877,0.649678210328752,0.975851999543506,0.498751184264835,0.767068273092369,0.682939293701711,0.730300905021107,0.498751184264835
"Bacteroides_intestinalis",0.423287671232877,0.640354382353535,0.701655951280078,0.495643241606429,0.765060240963855,0.58843266828883,0.842310885029151,0.495643241606429
"Streptococcus_infantis",0.749315068493151,0.354649855704224,0.796974808504516,0.486204926633866,0.763052208835341,0.633646577567297,0.767312479616807,0.486204926633866
"Prevotella_copri",0.591780821917808,0.666522875421283,0.428181983673063,0.482714929754645,0.761044176706827,0.562161893670718,0.858676006306097,0.482714929754645
"Neisseria_bacilliformis",0.552054794520548,0.445345300801195,0.565320677943029,0.480915132040979,0.759036144578313,0.520906924421591,0.923226606317399,0.480915132040979
"Neisseria_canis",0.423287671232877,0.589109806058404,0.801852140840445,0.478561716174719,0.757028112449799,0.604749872710575,0.791338266893282,0.478561716174719
