"","HAC_Score_RankScaled","HACK_16s","HACK_WGS","HAC_Exposure"
"Anaerovorax_odorimutans",0.333333333333333,0.32016632016632,NA,0.386150234741784
"Scardovia_wiggsiae",0.331325301204819,0.503118503118503,0.175438596491228,0.872065727699531
"Actinomyces_johnsonii",0.329317269076305,NA,0.0570175438596491,NA
"Clostridium_hathewayi",0.327309236947791,0.442827442827443,NA,0.386150234741784
"Actinobaculum_massiliense",0.325301204819277,0.251559251559252,NA,0
"Lactobacillus_amylovorus",0.323293172690763,0.372141372141372,NA,0
"Porphyromonas_gulae",0.321285140562249,0.492723492723493,NA,0
"Roseburia_hominis",0.319277108433735,0.388773388773389,NA,0.386150234741784
"Prevotella_multiformis",0.317269076305221,0.249480249480249,0.179824561403509,0.386150234741784
"Acidaminococcus_intestini",0.315261044176707,0.328482328482329,NA,0.386150234741784
"Bacteroides_cellulosilyticus",0.313253012048193,0.343035343035343,NA,0
"Parascardovia_denticolens",0.311244979919679,0.239085239085239,0.570175438596491,0.386150234741784
"Dialister_micraerophilus",0.309236947791165,0.147609147609148,0.166666666666667,0.386150234741784
"Oscillospira_guilliermondii",0.307228915662651,0.428274428274428,NA,0.386150234741784
"Bacteroides_zoogleoformans",0.305220883534137,0.288981288981289,0.0921052631578947,0.386150234741784
"Actinomyces_bowdenii",0.303212851405622,0.384615384615385,NA,0
"Actinomyces_oricola",0.301204819277108,0.191268191268191,NA,0.386150234741784
"Desulfobulbus_propionicus",0.299196787148594,0.303534303534304,NA,0
"Oscillibacter_valericigenes",0.29718875502008,0.180873180873181,NA,0.386150234741784
"Streptococcus_pseudopneumoniae",0.295180722891566,0.182952182952183,0.298245614035088,0.386150234741784
"Lactobacillus_delbrueckii",0.293172690763052,0.154885654885655,0.0526315789473684,0
"Bacteroides_massiliensis",0.291164658634538,0.35966735966736,NA,0
"Dialister_propionicifaciens",0.289156626506024,0.355509355509356,NA,0.386150234741784
"Lactobacillus_iners",0.28714859437751,0.498960498960499,NA,0.386150234741784
"Eubacterium_desmolans",0.285140562248996,0.301455301455301,NA,0.386150234741784
"Treponema_pectinovorum",0.283132530120482,0.243243243243243,NA,0.386150234741784
"Moraxella_boevrei",0.281124497991968,0.365904365904366,NA,0.386150234741784
"Lactobacillus_ruminis",0.279116465863454,0.305613305613306,NA,0.386150234741784
"Pseudomonas_fluorescens",0.27710843373494,0.293139293139293,NA,0
"Chryseobacterium_piscicola",0.275100401606426,0.280665280665281,NA,0.386150234741784
"Treponema_bryantii",0.273092369477912,0.193347193347193,NA,NA
"Actinobacillus_porcinus",0.271084337349398,0.27027027027027,NA,0
"Snodgrassella_alvi",0.269076305220884,0.241164241164241,NA,0.386150234741784
"Clostridium_leptum",0.267068273092369,0.0353430353430353,NA,0.386150234741784
"Ruminococcus_flavefaciens",0.265060240963855,0.382536382536383,NA,0.386150234741784
"Prevotella_timonensis",0.263052208835341,0.30977130977131,0.293859649122807,0.386150234741784
"Lactobacillus_mucosae",0.261044176706827,0.0997920997920998,NA,0
"Porphyromonas_uenonis",0.259036144578313,0.17047817047817,0.403508771929825,0
"Mycoplasma_spermatophilum",0.257028112449799,0.338877338877339,NA,0.386150234741784
"Helicobacter_pylori",0.255020080321285,0.367983367983368,NA,0.386150234741784
"Bacteroides_stercoris",0.253012048192771,0.272349272349272,NA,0.386150234741784
"Clostridium_scindens",0.251004016064257,0.245322245322245,NA,NA
"Alistipes_shahii",0.248995983935743,0.207900207900208,NA,0.386150234741784
"Eubacterium_minutum",0.246987951807229,0.311850311850312,0.543859649122807,0.386150234741784
"Eubacterium_ventriosum",0.244979919678715,0.217255717255717,NA,0.386150234741784
"Elizabethkingia_meningoseptica",0.242971887550201,0.426195426195426,NA,0.386150234741784
"Sediminibacterium_salmoneum",0.240963855421687,0.143451143451143,NA,0.386150234741784
"Granulicatella_adiacens",0.238955823293173,0.295218295218295,0.131578947368421,0.673708920187793
"Anaerococcus_octavius",0.236947791164659,0.330561330561331,NA,0
"Veillonella_criceti",0.234939759036145,0.268191268191268,NA,0.386150234741784
"Granulicatella_balaenopterae",0.232931726907631,0.187110187110187,NA,0.386150234741784
"Pseudomonas_aeruginosa",0.230923694779116,0.228690228690229,NA,0.386150234741784
"Ruminofilibacter_xylanolyticum",0.228915662650602,0.274428274428274,NA,0
"Clostridium_symbiosum",0.226907630522088,0.158004158004158,NA,NA
"Pseudoflavonifractor_capillosus",0.224899598393574,0.14968814968815,NA,0.386150234741784
"Alistipes_putredinis",0.22289156626506,0.079002079002079,NA,0.386150234741784
"Micrococcus_luteus",0.220883534136546,0.316008316008316,NA,0.386150234741784
"Clostridium_disporicum",0.218875502008032,0.151767151767152,NA,0.386150234741784
"Actinobacillus_succinogenes",0.216867469879518,0.174636174636175,NA,0.386150234741784
"Acinetobacter_calcoaceticus",0.214859437751004,0.276507276507277,NA,0.386150234741784
"Prevotella_bergensis",0.21285140562249,0.154885654885655,NA,0.386150234741784
"Bilophila_wadsworthia",0.210843373493976,0.217255717255717,NA,0.386150234741784
"Treponema_putidum",0.208835341365462,0.307692307692308,0.0964912280701754,0.386150234741784
"Veillonella_rodentium",0.206827309236948,0.0935550935550936,0.43859649122807,0.386150234741784
"Ruminococcus_callidus",0.204819277108434,0.284823284823285,NA,0.386150234741784
"Neisseria_lactamica",0.20281124497992,0.0706860706860707,0.43859649122807,0.386150234741784
"Lactobacillus_vaginalis",0.200803212851406,0.345114345114345,0.315789473684211,0.386150234741784
"Veillonella_magna",0.198795180722892,0.261954261954262,NA,0.386150234741784
"Porphyromonas_asaccharolytica",0.196787148594378,0.340956340956341,0.0087719298245614,0.386150234741784
"Lactobacillus_helveticus",0.194779116465863,0.168399168399168,NA,0.386150234741784
"Propionibacterium_acidifaciens",0.192771084337349,0.108108108108108,0.0307017543859649,0.386150234741784
"Ruminococcus_gnavus",0.190763052208835,0.118503118503119,NA,0.386150234741784
"Eubacterium_ramulus",0.188755020080321,0.212058212058212,NA,0.386150234741784
"Peptostreptococcus_anaerobius",0.186746987951807,0.11018711018711,NA,0.386150234741784
"Corynebacterium_argentoratense",0.184738955823293,0.130977130977131,0.105263157894737,0
"Gardnerella_vaginalis",0.182730923694779,0.291060291060291,0.0657894736842105,0.386150234741784
"Murdochiella_asaccharolytica",0.180722891566265,0.214137214137214,NA,0.386150234741784
"Ruminococcus_albus",0.178714859437751,0.189189189189189,NA,0.386150234741784
"Lactobacillus_frumenti",0.176706827309237,0.399168399168399,NA,0.386150234741784
"Corynebacterium_tuberculostearicum",0.174698795180723,0.286902286902287,NA,0.386150234741784
"Actinomyces_cardiffensis",0.172690763052209,0.297297297297297,0.162280701754386,0.386150234741784
"Prevotella_disiens",0.170682730923695,0.266112266112266,0.412280701754386,0.386150234741784
"Bacteroides_uniformis",0.168674698795181,0.282744282744283,NA,0
"Enterococcus_italicus",0.166666666666667,0.222453222453222,NA,0
"Bifidobacterium_breve",0.164658634538153,0.164241164241164,NA,0.386150234741784
"Azospira_oryzae",0.162650602409639,0.185031185031185,NA,NA
"Staphylococcus_epidermidis",0.160642570281124,0.116424116424116,0.491228070175439,0.386150234741784
"Bacteroides_ovatus",0.15863453815261,0.257796257796258,NA,0.386150234741784
"Parabacteroides_merdae",0.156626506024096,0.255717255717256,NA,0
"Rothia_terrae",0.154618473895582,0.232848232848233,NA,0
"Coprococcus_eutactus",0.152610441767068,0.22037422037422,NA,0.386150234741784
"Bacteroides_dorei",0.150602409638554,0.0415800415800416,NA,0.386150234741784
"Acinetobacter_baumannii",0.14859437751004,0.1995841995842,NA,0.386150234741784
"Lactobacillus_plantarum",0.146586345381526,0.133056133056133,0.43859649122807,0.386150234741784
"Staphylococcus_aureus",0.144578313253012,0.0748440748440748,0.43859649122807,0.386150234741784
"Stenotrophomonas_maltophilia",0.142570281124498,0.205821205821206,NA,0
"Pseudoramibacter_alactolyticus",0.140562248995984,0.139293139293139,0.0350877192982456,0.386150234741784
"Treponema_parvum",0.13855421686747,0.264033264033264,NA,0
"Gemmiger_formicilis",0.136546184738956,0.25987525987526,NA,0.386150234741784
"Wolinella_succinogenes",0.134538152610442,0.195426195426195,NA,0.386150234741784
"Megamonas_funiformis",0.132530120481928,0.166320166320166,NA,0.386150234741784
"Odoribacter_splanchnicus",0.130522088353414,0.20997920997921,NA,0.386150234741784
"Phascolarctobacterium_faecium",0.1285140562249,0.0395010395010395,NA,0.386150234741784
"Streptococcus_anginosus",0.126506024096386,0.353430353430353,NA,0.681924882629108
"Parabacteroides_distasonis",0.124497991967871,0.0977130977130977,NA,0.386150234741784
"Pyramidobacter_piscolens",0.122489959839357,0.278586278586279,0.043859649122807,0.386150234741784
"Coprococcus_catus",0.120481927710843,0.0644490644490645,NA,0.386150234741784
"Fusobacterium_canifelinum",0.118473895582329,0.16008316008316,NA,0.386150234741784
"Roseburia_inulinivorans",0.116465863453815,0.120582120582121,NA,0.386150234741784
"Bacteroides_caccae",0.114457831325301,0.0166320166320166,NA,0.386150234741784
"Actinomyces_radicidentis",0.112449799196787,0.0582120582120582,0.399122807017544,0
"Corynebacterium_kroppenstedtii",0.110441767068273,0.0602910602910603,0.394736842105263,0.386150234741784
"Bacteroides_plebeius",0.108433734939759,0.00831600831600832,NA,0.386150234741784
"Necropsobacter_rosorum",0.106425702811245,0.141372141372141,NA,0.386150234741784
"Parasutterella_excrementihominis",0.104417670682731,0.0852390852390852,NA,0.386150234741784
"Rhodococcus_erythropolis",0.102409638554217,0.226611226611227,0,0.386150234741784
"Clostridium_bartlettii",0.100401606425703,0.247401247401247,NA,0.386150234741784
"Paludibacter_propionicigenes",0.0983935742971888,0.122661122661123,NA,0.386150234741784
"Streptococcus_intermedius",0.0963855421686747,0.176715176715177,NA,0
"Lactobacillus_oris",0.0943775100401606,0.106029106029106,0.491228070175439,0.386150234741784
"Dorea_formicigenerans",0.0923694779116466,0.162162162162162,NA,0.386150234741784
"Bacteroides_fragilis",0.0903614457831325,0.0873180873180873,NA,0.386150234741784
"Pseudomonas_stutzeri",0.0883534136546185,0.0956340956340956,NA,NA
"Clostridium_ramosum",0.0863453815261044,0.0249480249480249,NA,0.386150234741784
"Fusobacterium_necrophorum",0.0843373493975904,0.101871101871102,0.214912280701754,0.386150234741784
"Actinomyces_timonensis",0.0823293172690763,0.0686070686070686,NA,0
"Dolosigranulum_pigrum",0.0803212851405622,0.137214137214137,NA,0.386150234741784
"Roseburia_intestinalis",0.0783132530120482,0.0914760914760915,NA,0
"Achromobacter_xylosoxidans",0.0763052208835341,0.135135135135135,NA,0.386150234741784
"Fusicatenibacter_saccharivorans",0.0742971887550201,0.0769230769230769,NA,0.386150234741784
"Alistipes_finegoldii",0.072289156626506,0.172557172557173,NA,0.386150234741784
"Prevotella_multisaccharivorax",0.070281124497992,0.0311850311850312,0.18859649122807,0
"Lactobacillus_gasseri",0.0682730923694779,0.0727650727650728,0.302631578947368,0.386150234741784
"Akkermansia_muciniphila",0.0662650602409639,0.0374220374220374,NA,0.386150234741784
"Streptococcus_troglodytae",0.0642570281124498,0.178794178794179,NA,0.386150234741784
"Barnesiella_intestinihominis",0.0622489959839357,0.128898128898129,NA,0.386150234741784
"Clostridium_lactatifermentans",0.0602409638554217,0.0893970893970894,NA,0
"Lactobacillus_reuteri",0.0582329317269076,0.0623700623700624,0.210526315789474,0.386150234741784
"Turicibacter_sanguinis",0.0562248995983936,0.126819126819127,NA,0.386150234741784
"Intestinimonas_butyriciproducens",0.0542168674698795,0.103950103950104,NA,0.386150234741784
"Acidithiobacillus_thiooxidans",0.0522088353413655,0.112266112266112,NA,0.386150234741784
"Actinomyces_viscosus",0.0502008032128514,0.253638253638254,0.0394736842105263,0.386150234741784
"Lactobacillus_animata",0.0481927710843374,0.114345114345114,NA,0
"Finegoldia_magna",0.0461847389558233,0.224532224532225,NA,0
"Lactobacillus_crispatus",0.0441767068273092,0.234927234927235,0.491228070175439,0
"Agrobacterium_tumefaciens",0.0421686746987952,0.0540540540540541,NA,0.386150234741784
"Acinetobacter_junii",0.0401606425702811,0.0665280665280665,NA,0.386150234741784
"Streptococcus_equinus",0.0381526104417671,0.0457380457380457,NA,0.386150234741784
"Enterococcus_faecalis",0.036144578313253,0.0498960498960499,0.0175438596491228,0.386150234741784
"Blautia_faecis",0.034136546184739,0.051975051975052,NA,0.386150234741784
"Bacillus_subtilis",0.0321285140562249,0.0561330561330561,NA,0.386150234741784
"Lactobacillus_casei",0.0301204819277108,0.0291060291060291,NA,0.386150234741784
"Saccharofermentans_acetigenes",0.0281124497991968,0.0478170478170478,NA,0.386150234741784
"Actinomyces_israelii",0.0261044176706827,0.027027027027027,NA,0.386150234741784
"Alloscardovia_omnicolens",0.0240963855421687,0.0831600831600832,0.0131578947368421,0
"Moraxella_osloensis",0.0220883534136546,0.0436590436590437,NA,0.386150234741784
"Atopobium_minutum",0.0200803212851406,0.0187110187110187,NA,0.386150234741784
"Howardella_ureilytica",0.0180722891566265,0.0810810810810811,NA,0
"Lactobacillus_salivarius",0.0160642570281124,0.00207900207900208,0.31140350877193,0.386150234741784
"Lactobacillus_rhamnosus",0.0140562248995984,0.0124740124740125,0.0701754385964912,0.386150234741784
"Bifidobacterium_dentium",0.0120481927710843,0.00415800415800416,0.350877192982456,0
"Prevotella_bivia",0.0100401606425703,0.0228690228690229,NA,0.386150234741784
"Lactobacillus_johnsonii",0.00803212851405622,0.0207900207900208,NA,0
"Bryobacter_aggregatus",0.00602409638554217,0.00623700623700624,NA,NA
"Ruminococcus_obeum",0.00401606425702811,0.0145530145530146,NA,0.386150234741784
"Lactobacillus_fermentum",0.00200803212851406,0.0103950103950104,0.12719298245614,0
"Gemmatimonas_aurantiaca",0,0,NA,0.386150234741784
