"","HAC_Score_RankScaled","HACK_16s","HACK_WGS","HAC_Exposure"
"Pasteurella_pneumotropica",0.726907630522088,0.723492723492724,NA,0.386150234741784
"Faecalibacterium_prausnitzii",0.724899598393574,0.785862785862786,NA,0.386150234741784
"Haemophilus_influenzae",0.72289156626506,0.64033264033264,0.43859649122807,0.872065727699531
"Streptococcus_pyogenes",0.720883534136546,0.731808731808732,NA,0.805164319248826
"Bergeyella_zoohelcum",0.718875502008032,0.762993762993763,NA,0.386150234741784
"Granulicatella_elegans",0.716867469879518,0.758835758835759,0.758771929824561,0.703051643192488
"Prevotella_ruminicola",0.714859437751004,0.748440748440748,NA,0
"Bacteroides_vulgatus",0.71285140562249,0.777546777546778,NA,0
"Eubacterium_nodatum",0.710843373493976,0.765072765072765,0.578947368421053,0.906103286384977
"Abiotrophia_defectiva",0.708835341365462,0.783783783783784,0.603070175438597,0.707746478873239
"Streptococcus_thermophilus",0.706827309236948,0.698544698544699,0.271929824561404,0.944835680751174
"Acinetobacter_johnsonii",0.704819277108434,0.74012474012474,NA,0.386150234741784
"Prevotella_baroniae",0.70281124497992,0.648648648648649,0.43859649122807,0.805164319248826
"Actinomyces_sp_oral_taxon_181",0.700803212851406,NA,0.824561403508772,NA
"Eubacterium_biforme",0.698795180722892,0.706860706860707,NA,NA
"Centipeda_periodontii",0.696787148594378,0.83991683991684,0.491228070175439,0.805164319248826
"Actinomyces_turicensis",0.694779116465863,0.731808731808732,NA,0.386150234741784
"Actinomyces_sp_ICM47",0.692771084337349,NA,0.780701754385965,NA
"Fusobacterium_nucleatum",0.690763052208835,0.744282744282744,0.666666666666667,0.747652582159624
"Streptococcus_parasanguinis",0.688755020080321,0.665280665280665,0.87280701754386,0.697183098591549
"Gemella_morbillorum",0.686746987951807,0.661122661122661,0.087719298245614,0.906103286384977
"Dorea_longicatena",0.684738955823293,0.746361746361746,NA,0.386150234741784
