"","CoreAssociationScore","HealthAssociationScore","CHC_Score","CHC_Score_RankScaled","mean_score","reward_Score"
"Treponema_pedis",0,0.345291331307672,1.91675193110626e-17,0.290836653386454,0.172645665653836,1.11022302462516e-16
"Veillonella_montpellierensis",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Bergeyella_zoohelcum",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Lactobacillus_johnsonii",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Streptococcus_sobrinus",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Desulfovibrio_fairfieldensis",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Lactobacillus_reuteri",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Simonsiella_muelleri",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Staphylococcus_epidermidis",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Neisseria_lactamica",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Streptococcus_peroris",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Streptococcus_suis",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Actinomyces_turicensis",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Neisseria_gonorrhoeae",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Actinomyces_radicidentis",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Corynebacterium_mustelae",0,0.325080257656976,1.80455793450927e-17,0.258964143426295,0.162540128828488,1.11022302462516e-16
"Odoribacter_denticanis",0,0.2272034166529,1.26123232220776e-17,0.225099601593625,0.11360170832645,1.11022302462516e-16
