"","Iter_1","Iter_2","Iter_3","Iter_4","Iter_5","Iter_6","Iter_7","Iter_8","Iter_9","Iter_10"
"Mogibacterium_diversum",0.798192771084337,0.464859437751004,0.711847389558233,0.534136546184739,0.334673366834171,0.493467336683417,0.418090452261307,0.667336683417085,0.391959798994975,0.417670682730924
"Actinomyces_meyeri",0.897590361445783,0.464859437751004,0.618473895582329,0.802208835341365,0.569849246231156,0.493467336683417,0.895477386934673,0.559798994974874,0.631155778894472,0.633534136546185
"Bergeyella_zoohelcum",0.524096385542169,0.725903614457831,0.711847389558233,0.802208835341365,0.569849246231156,0.493467336683417,0.418090452261307,0.559798994974874,0.631155778894472,0.633534136546185
"Actinomyces_bowdenii",0.524096385542169,0.464859437751004,0.400602409638554,0.234939759036145,0.0974874371859296,0.204020100502513,0.418090452261307,0.341708542713568,0.391959798994975,0.154618473895582
"Prevotella_salivae",0.683734939759036,0.80421686746988,0.813253012048193,0.534136546184739,0.774874371859297,0.660301507537688,0.418090452261307,0.162814070351759,0.810050251256281,0.633534136546185
"Actinobaculum_massiliense",0.242971887550201,0.209839357429719,0.149598393574297,0.802208835341365,0.334673366834171,0.493467336683417,0.127638190954774,0.341708542713568,0.391959798994975,0.417670682730924
"Mannheimia_granulomatis",0.524096385542169,0.725903614457831,0.711847389558233,0.802208835341365,0.676381909547739,0.764824120603015,0.74070351758794,0.834170854271357,0.856281407035176,0.859437751004016
"Eubacterium_nodatum",0.150602409638554,0.828313253012048,0.569277108433735,0.874497991967871,0.813065326633166,0.819095477386935,0.237185929648241,0.725628140703518,0.895477386934673,0.417670682730924
"Planobacterium_taklimakanense",0.524096385542169,0.725903614457831,0.400602409638554,0.534136546184739,0.676381909547739,0.764824120603015,0.418090452261307,0.667336683417085,0.391959798994975,0.417670682730924
"Ornatilinea_apprima",0.524096385542169,0.464859437751004,0.618473895582329,0.802208835341365,0.334673366834171,0.493467336683417,0.418090452261307,0.834170854271357,0.725628140703518,0.417670682730924
"Neisseria_pharyngis",0.897590361445783,0.659638554216867,0.813253012048193,0.802208835341365,0.569849246231156,0.893467336683417,0.955778894472362,0.559798994974874,0.391959798994975,0.633534136546185
"Anaeroglobus_geminatus",0.683734939759036,0.464859437751004,0.569277108433735,0.534136546184739,0.514572864321608,0.493467336683417,0.642211055276382,0.559798994974874,0.78391959798995,0.268072289156627
"Olsenella_uli",0.842369477911647,0.303212851405622,0.784136546184739,0.534136546184739,0.334673366834171,0.493467336683417,0.418090452261307,0.559798994974874,0.568844221105528,0.268072289156627
"Lactobacillus_johnsonii",0.328313253012048,0.0130522088353414,0.0873493975903614,0.0261044176706827,0.0201005025125628,0.0331658291457286,0.0422110552763819,0.00402010050251256,0.0201005025125628,0.225903614457831
"Prevotella_veroralis",0.683734939759036,0.80421686746988,0.910642570281124,0.856425702811245,0.976884422110553,0.844221105527638,0.418090452261307,0.78894472361809,0.955778894472362,0.894578313253012
"Dialister_propionicifaciens",0.524096385542169,0.725903614457831,0.711847389558233,0.802208835341365,0.856281407035176,0.893467336683417,0.74070351758794,0.667336683417085,0.725628140703518,0.859437751004016
"Rothia_dentocariosa",0.524096385542169,0.464859437751004,0.400602409638554,0.721887550200803,0.569849246231156,0.687437185929648,0.74070351758794,0.559798994974874,0.391959798994975,0.0592369477911647
"Mycoplasma_faucium",0.328313253012048,0.80421686746988,0.400602409638554,0.914658634538153,0.334673366834171,0.493467336683417,0.195979899497487,0.559798994974874,0.631155778894472,0.225903614457831
"Mycoplasma_hyosynoviae",0.524096385542169,0.464859437751004,0.400602409638554,0.534136546184739,0.334673366834171,0.493467336683417,0.418090452261307,0.341708542713568,0.391959798994975,0.417670682730924
"Azospira_oryzae",0.524096385542169,0.464859437751004,0.400602409638554,0.534136546184739,0.334673366834171,0.493467336683417,0.418090452261307,0.341708542713568,0.391959798994975,0.417670682730924
"Alysiella_crassa",0.798192771084337,0.864457831325301,0.858433734939759,0.534136546184739,0.676381909547739,0.764824120603015,0.74070351758794,0.667336683417085,0.856281407035176,0.859437751004016
"Prevotella_dentalis",0.328313253012048,0.464859437751004,0.21285140562249,0.721887550200803,0.774874371859297,0.687437185929648,0.74070351758794,0.341708542713568,0.631155778894472,0.815261044176707
"Acidithiobacillus_thiooxidans",0.524096385542169,0.864457831325301,0.711847389558233,0.534136546184739,0.856281407035176,0.764824120603015,0.418090452261307,0.834170854271357,0.725628140703518,0.733935742971888
"Corynebacterium_jeikeium",0.798192771084337,0.725903614457831,0.400602409638554,0.534136546184739,0.334673366834171,0.493467336683417,0.418090452261307,0.341708542713568,0.391959798994975,0.154618473895582
"Peptococcus_niger",0.726907630522088,0.626506024096386,0.618473895582329,0.534136546184739,0.774874371859297,0.844221105527638,0.895477386934673,0.757788944723618,0.391959798994975,0.417670682730924
"Acinetobacter_baumannii",0.726907630522088,0.464859437751004,0.21285140562249,0.234939759036145,0.569849246231156,0.493467336683417,0.642211055276382,0.162814070351759,0.391959798994975,0.633534136546185
"Treponema_refringens",0.897590361445783,0.941767068273092,0.858433734939759,0.721887550200803,0.856281407035176,0.844221105527638,0.418090452261307,0.757788944723618,0.631155778894472,0.633534136546185
"Treponema_pedis",0.897590361445783,0.80421686746988,0.618473895582329,0.874497991967871,0.774874371859297,0.938693467336683,0.127638190954774,0.834170854271357,0.810050251256281,0.92570281124498
"Campylobacter_curvus",0.726907630522088,0.80421686746988,0.711847389558233,0.534136546184739,0.856281407035176,0.844221105527638,0.955778894472362,0.910552763819095,0.631155778894472,0.633534136546185
"Prevotella_bivia",0.0130522088353414,0.0431726907630522,0.0542168674698795,0.00602409638554217,0.0974874371859296,0.0110552763819095,0.0422110552763819,0.0170854271356784,0.0361809045226131,0.0210843373493976
