,HealthAssociationScore,HealthAssociationScore_16s_exposure,HealthAssociationScore_16s,HealthAssociationScore_WGS
Porphyromonas_endodontalis,0.444754293556134,0.468601182130335,0.508476374757605,0.501262811266263
Porphyromonas_gingivalis,0.623742003188634,0.468601182130335,0.900701821339283,0.173870990903653
Porphyromonas_gulae,0.347889850860729,0.69977303180252,0.518872074586529,NA
Porphyromonas_somerae,0.196074549454098,0.468601182130335,0.445553280523528,0.349831112328979
Porphyromonas_uenonis,0.478739076910658,0.203683728692444,0.568034200468489,0.501262811266263
Prevotella_albensis,0.432126495933483,0.468601182130335,0.278561442351107,NA
Prevotella_amnii,0.845387479566507,0.69977303180252,0.668755051710272,NA
Prevotella_aurantiaca,0.942235777279974,0.468601182130335,0.914405709133478,NA
Prevotella_baroniae,0.347384815644487,0.468601182130335,0.300707368329995,0.501262811266263
Prevotella_bergensis,0.266910254081653,0.468601182130335,0.21391557692482,NA
Prevotella_bivia,0.0341570301305725,0.468601182130335,0.0879214672764303,0.245705303555712
Prevotella_buccae,0.431808237977034,0.468601182130335,0.476944115186329,0.501262811266263
Prevotella_copri,0.666522875421283,0.468601182130335,0.553596549085377,NA
Prevotella_corporis,0.639080240560231,0.468601182130335,0.733158393676968,NA
Prevotella_dentalis,0.571905208774798,0.69977303180252,0.778851161576273,0.111401800046525
Prevotella_denticola,0.456750216948195,0.738249257305579,0.307921920049439,0.501262811266263
Prevotella_disiens,0.215880204234022,0.468601182130335,0.303571008126349,0.501262811266263
Prevotella_enoeca,0.589867005711287,0.738249257305579,0.427510236090289,0.501262811266263
Prevotella_falsenii,0.557924360759621,0.468601182130335,0.607914681723993,NA
Prevotella_fusca,0.922543742810438,0.468601182130335,0.939198394249916,0.501262811266263
Prevotella_histicola,0.348705374260863,0.468601182130335,0.344020982611641,0.501262811266263
Prevotella_intermedia,0.140135113317592,0.468601182130335,0.496614232380267,0
Prevotella_jejuni,0.302428608907994,0.468601182130335,0.445553280523528,0.406450568880278
Prevotella_loescheii,0.656274343605578,0.468601182130335,0.851609226534412,0.501262811266263
Prevotella_maculosa,0.520026740126334,0.738249257305579,0.636626632043072,0.245705303555712
Prevotella_marshii,0.255919456721358,0.468601182130335,0.35696797784182,0.349831112328979
Prevotella_melaninogenica,0.818661883715768,0.83462651293679,0.854489756878923,0.662428244658055
Prevotella_micans,0.592866037012371,0.69977303180252,0.620002970017771,0.245705303555712
Prevotella_multiformis,0.340481120461747,0.468601182130335,0.295447046280248,0.501262811266263
Prevotella_multisaccharivorax,0.137223365825109,0.69977303180252,0.0973573863482867,0.501262811266263
Prevotella_nanceiensis,0.430132187039616,0.899650864015983,0.3275749607412,NA
Prevotella_nigrescens,0.716249419789712,0.738249257305579,0.778070438735199,0.245705303555712
Prevotella_oralis,0.269938245444088,0.468601182130335,0.218392979291685,0.501262811266263
Prevotella_oris,0.135013824140784,0.468601182130335,0.279595728539681,0.201058824521281
Prevotella_oulorum,0.619283263708099,0.862639153900808,0.543536614441815,0.245705303555712
Prevotella_pallens,0.817064640471433,0.83462651293679,0.730438578059332,0.58072026170245
Prevotella_paludivivens,0.680596859801013,0.468601182130335,0.682159573030245,NA
Prevotella_pleuritidis,0.838305281427216,0.203683728692444,0.749932911396103,0.501262811266263
Prevotella_ruminicola,0.563851587253537,0.69977303180252,0.5216986860998,NA
Prevotella_saccharolytica,0.317905794030393,0.69977303180252,0.422755224309563,0.122424865122631
Prevotella_salivae,0.629500615527436,0.468601182130335,0.832830747100224,0.245705303555712
Prevotella_scopos,0.858949466206535,0.468601182130335,0.631871391682589,0.893475764715893
Prevotella_shahii,0.861951423785595,0.468601182130335,0.810516766792735,0.948074558453587
Prevotella_sp_oral_taxon_306,0.517299449052491,NA,NA,0.633305679154891
Prevotella_sp_oral_taxon_473,0.432126495933483,NA,NA,0.501262811266263
Prevotella_stercorea,0.636316320558616,0.468601182130335,0.524746626394972,NA
Prevotella_timonensis,0.562588646041452,0.468601182130335,0.616306600674841,0.501262811266263
Prevotella_veroralis,0.813351799156425,0.738249257305579,0.705935836069921,0.82955986216642
Propionibacterium_acidifaciens,0.232933341405824,0.468601182130335,0.175922038607555,0.245705303555712
Propionibacterium_acnes,0.698030211297451,0.468601182130335,0.83429493393954,0.501262811266263
Propionibacterium_propionicum,0.749332606809146,0.69977303180252,0.72874613759651,0.662428244658055
Propionigenium_maris,0.432126495933483,NA,0.445553280523528,NA
Pseudoflavonifractor_capillosus,0.266910254081653,0.468601182130335,0.21391557692482,NA
Pseudomonas_aeruginosa,0.268716272123671,0.468601182130335,0.276941466700424,NA
Pseudomonas_fluorescens,0.441313495186777,0.203683728692444,0.541312612332134,NA
Pseudomonas_putida,0.332706605315735,0.468601182130335,0.285796993642878,NA
Pseudomonas_stutzeri,0.215351254263284,NA,0.295824089360237,NA
Pseudoramibacter_alactolyticus,0.192141127323364,0.468601182130335,0.206201690901295,0.501262811266263
Pyramidobacter_piscolens,0.49558545740752,0.468601182130335,0.517632690048282,0.501262811266263
Ralstonia_solanacearum,0.766102298641803,0.468601182130335,0.797705020907292,NA
Rhodococcus_erythropolis,0.614823716978467,0.468601182130335,0.69843447259962,0.501262811266263
Riemerella_anatipestifer,0.641959395370426,0.468601182130335,0.608839515572011,NA
Roseburia_faecis,0.448475106455975,0.468601182130335,0.355939788501719,NA
Roseburia_hominis,0.560847813364009,0.468601182130335,0.591279501125184,NA
Roseburia_intestinalis,0.188844019293253,0.217712898103995,0.150776917313497,NA
Roseburia_inulinivorans,0.421341647999031,0.468601182130335,0.393427399183734,NA
Rothia_aeria,0.902957861597142,0.217712898103995,0.93978153780238,0.744442034371742
Rothia_dentocariosa,0.512043147464229,0.468601182130335,0.371030150380879,0.501262811266263
Rothia_mucilaginosa,0.648956428729995,0.468601182130335,0.465347065746127,0.880914002691309
Rothia_terrae,0.744534217271094,0.69977303180252,0.668755051710272,NA
Ruminococcus_albus,0.221079897479365,0.468601182130335,0.243888241206075,NA
Ruminococcus_bromii,0.0595791205021089,0.217712898103995,0.168431220345799,NA
Ruminococcus_callidus,0.246628322334564,0.468601182130335,0.327313691329445,NA
Ruminococcus_flavefaciens,0.290547314887691,0.468601182130335,0.431966752477144,NA
Ruminococcus_gnavus,0.230369114649553,0.468601182130335,0.190163592410683,NA
Ruminococcus_obeum,0.489856107848479,0.468601182130335,0.361603174974288,NA
Ruminococcus_torques,0.448475106455975,0.468601182130335,0.355939788501719,NA
Ruminofilibacter_xylanolyticum,0.455392323061089,0.69977303180252,0.44214909709922,NA
Saccharofermentans_acetigenes,0.376776149825432,0.468601182130335,0.412184229953904,NA
Scardovia_inopinata,0.438250993925451,0.69977303180252,0.19367175626395,0.501262811266263
Scardovia_wiggsiae,0.0330469617162116,0.468601182130335,0.106984960363532,0.290919604925621
Schwartzia_succinivorans,0.22211156182519,0.203683728692444,0.49433448564231,NA
Sediminibacterium_salmoneum,0.27434259651672,0.468601182130335,0.210485966128515,NA
Selenomonas_artemidis,0.170283949869831,0.468601182130335,0.156394476740998,0.349831112328979
Selenomonas_bovis,0.586958083590644,0.69977303180252,0.469522291984177,NA
Selenomonas_dianae,0.559026558495288,0.203683728692444,0.568368466594692,NA
Selenomonas_flueggei,0.0638824645314928,0.468601182130335,0.0653500939056176,0.501262811266263
Selenomonas_infelix,0.301142459284374,0.468601182130335,0.284626797492599,0.501262811266263
Selenomonas_noxia,0.389660249036346,0.116284519132874,0.578175727248734,0.501262811266263
Selenomonas_ruminantium,0.596874936933664,0.69977303180252,0.510599877233531,NA
Selenomonas_sputigena,0.0893065730257714,0.468601182130335,0.141942779164747,0.501262811266263
Shuttleworthia_satelles,0.720643680248633,0.738249257305579,0.530178279592244,0.501262811266263
Simonsiella_muelleri,0.869310508365119,0.468601182130335,0.887210395479003,0.349831112328979
Slackia_exigua,0.294101430849024,0.468601182130335,0.490316449078803,0.245705303555712
Sneathia_sanguinegens,0.662307723355735,0.468601182130335,0.61197825261983,NA
Snodgrassella_alvi,0.707247583298016,0.468601182130335,0.474053024146343,NA
Solobacterium_moorei,0.429113539585478,0.468601182130335,0.524316173501323,0.406450568880278
Soonwooa_buanensis,0.769282355552865,0.468601182130335,0.778227866564668,NA
Sporanaerobacter_acetigenes,0.621082420132792,0.468601182130335,0.636626632043072,NA
Staphylococcus_aureus,0.281751528727977,0.468601182130335,0.281704034278284,0.501262811266263
Staphylococcus_epidermidis,0.432126495933483,0.468601182130335,0.445553280523528,0.501262811266263
Stenotrophomonas_maltophilia,0.641356985731872,0.246533464791221,0.641275855308917,NA
Stomatobaculum_longum,0.465006558898912,0.468601182130335,0.632360422364116,0.501262811266263
Streptobacillus_moniliformis,0.862795705434805,0.468601182130335,0.849254778767547,NA
Streptococcus_agalactiae,0.153949466206535,0.468601182130335,0.284704225436217,0.245705303555712
Streptococcus_anginosus,0.0236135496760913,0.203683728692444,0.0991736620691333,NA
Streptococcus_australis,0.903754212831224,0.738249257305579,0.445553280523528,0.972230215318222
Streptococcus_constellatus,0.0279227462614276,0.468601182130335,0.103220023523373,NA
Streptococcus_cristatus,0.504608181469597,0.468601182130335,0.273069868375894,0.82955986216642
Streptococcus_equinus,0.266910254081653,0.468601182130335,0.21391557692482,NA
Streptococcus_gordonii,0.321693911323687,0.740715697655483,0.0559506562651346,0.501262811266263
Streptococcus_infantis,0.354649855704224,0.862639153900808,0.440531950903166,0.662428244658055
Streptococcus_intermedius,0.497912050210894,0.377872914233428,0.445553280523528,NA
Streptococcus_lactarius,0.97207069483966,0.976311670721403,0.928939229342792,NA
Streptococcus_massiliensis,0.355171641339226,0.468601182130335,0.445553280523528,0.501262811266263
Streptococcus_mitis,0.201589069847228,0.377872914233428,0.337442370194928,0.501262811266263
Streptococcus_mutans,0.706955460031079,0.83462651293679,0.635449758974505,0.501262811266263
Streptococcus_oligofermentans,0.531190187887227,0.468601182130335,0.53890196906353,NA
Streptococcus_oralis,0.470075175072148,0.738249257305579,0.430441166307893,0.646296541610414
Streptococcus_parasanguinis,0.38798238178846,0.217712898103995,0.403698361540886,0.501262811266263
Streptococcus_peroris,0.543676212387237,0.738249257305579,0.360095070761746,0.501262811266263
Streptococcus_pneumoniae,0.104546830538233,0.468601182130335,0.0888400588051777,0.501262811266263
Streptococcus_pseudopneumoniae,0.641155375269924,0.468601182130335,0.445553280523528,0.501262811266263
Streptococcus_pyogenes,0.432126495933483,0.468601182130335,0.445553280523528,NA
Streptococcus_salivarius,0.561162539605659,0.468601182130335,0.302923864921463,0.877666291292946
Streptococcus_sanguinis,0.903559564892737,0.468601182130335,0.631607896803295,0.972230215318222
Streptococcus_sinensis,0.820972735161753,0.738249257305579,0.803893771400201,0.501262811266263
Streptococcus_sobrinus,0.666076365764566,0.468601182130335,0.865239113755007,0.21025294966279
Streptococcus_sp_A12,0.743716776654356,NA,NA,0.90599319759082
Streptococcus_suis,0.246262537587536,0.738249257305579,0.0743646359477638,NA
Streptococcus_thermophilus,0.793174607979657,0.738249257305579,0.738724289327611,0.501262811266263
Streptococcus_troglodytae,0.432126495933483,0.468601182130335,0.445553280523528,NA
Streptococcus_uberis,0.620679703739581,0.738249257305579,0.445553280523528,NA
Streptococcus_vestibularis,0.432126495933483,0.468601182130335,0.445553280523528,0.501262811266263
Sutterella_wadsworthensis,0.792983189037557,0.468601182130335,0.788750144364274,NA
Tannerella_forsythia,0.407582692579363,0.468601182130335,0.503014184749501,0.21025294966279
Tannerella_sp_oral_taxon_HOT_286,0.611338015378095,NA,NA,0.671348015272518
Terrahaemophilus_aromaticivorans,0.271581804605356,0.468601182130335,0.302923864921463,NA
Treponema_amylovorum,0.709223930899477,0.468601182130335,0.543281877678684,NA
Treponema_bryantii,0.295103630602813,NA,0.246934299745813,NA
Treponema_denticola,0.640433997295715,0.468601182130335,0.809726617382342,0.0535162269261057
Treponema_lecithinolyticum,0.901161530544288,0.69977303180252,0.85347838477518,0.501262811266263
Treponema_maltophilum,0.466934269742286,0.468601182130335,0.461923583509621,0.349831112328979
Treponema_medium,0.38014288309015,0.468601182130335,0.542227447001761,0.501262811266263
Treponema_parvum,0.189473572682691,0.203683728692444,0.30331082190739,NA
Treponema_pectinovorum,0.647617101572118,0.468601182130335,0.531910721038811,NA
Treponema_pedis,0.760590906338924,0.69977303180252,0.764806891504747,NA
Treponema_putidum,0.253258662791871,0.468601182130335,0.352075043847906,0.501262811266263
Treponema_refringens,0.756075053984783,0.468601182130335,0.887016658482035,NA
Treponema_socranskii,0.769056628524147,0.468601182130335,0.931740551019495,0.501262811266263
Treponema_succinifaciens,0.313230308167343,0.468601182130335,0.36183599403321,NA
Treponema_vincentii,0.739556416621259,0.468601182130335,0.78136008292616,0.501262811266263
Turicibacter_sanguinis,0.816302092793284,0.468601182130335,0.881242348835739,NA
Vagococcus_lutrae,0.426266472926883,0.740715697655483,0.515326706578456,NA
Veillonella_atypica,0.0915222699844604,0.203683728692444,0.0613875449992328,0.501262811266263
Veillonella_caviae,0.908580351556982,0.468601182130335,0.913013452643848,NA
Veillonella_criceti,0.771874533309116,0.468601182130335,0.766519711816609,NA
Veillonella_denticariosi,0.613781457488244,0.700588614537633,0.397705760747987,0.501262811266263
Veillonella_dispar,0.177238804464088,0.203683728692444,0.354392641151515,0.662428244658055
Veillonella_infantium,0.523223446550019,NA,NA,0.662428244658055
Veillonella_magna,0.271581804605356,0.468601182130335,0.302923864921463,NA
Veillonella_montpellierensis,0.645824100421788,0.69977303180252,0.563725159310911,NA
Veillonella_parvula,0.454220298278541,0.738249257305579,0.628695677876222,0.406450568880278
Veillonella_ratti,0.677467356864645,0.468601182130335,0.643279018900402,NA
Veillonella_rodentium,0.247181691590483,0.468601182130335,0.155780692085082,0.501262811266263
Veillonella_rogosae,0.954500312809025,0.468601182130335,0.960172061422048,0.744442034371742
Veillonella_sp_T11011_6,0.743716776654356,NA,NA,0.90599319759082
Veillonella_tobetsuensis,0.736299570139856,0.468601182130335,0.608664554900757,0.790632141060653
Wolinella_succinogenes,0.778687715686868,0.468601182130335,0.769353957542911,NA
