"","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score"
"Veillonella_parvula",3,2,0.013333288889037,2,3,-0.013333288889037,3,2,0.013333288889037,2,2,0,2,3,-0.013333288889037,2,2,0,2,1,0.0199999000005,2,2,0,3,3,0,2,2,0
"Actinomyces_cardiffensis",2,3,-0.013333288889037,3,3,0,3,4,-0.0099999750000625,0,2,-0.079999600002,2,3,-0.013333288889037,1,4,-0.0899997750005625,2,4,-0.03999990000025,1,3,-0.0533331555561481,2,3,-0.013333288889037,3,3,0
"Rhodococcus_erythropolis",1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004
"Capnocytophaga_sputigena",2,1,0.0199999000005,2,2,0,2,2,0,1,1,0,2,2,0,2,2,0,2,0,0.079999600002,2,1,0.0199999000005,0,3,-0.119999600001333,1,2,-0.0199999000005
"Propionibacterium_acnes",1,0,0.039999600004,2,0,0.079999600002,0,0,0,1,0,0.039999600004,1,0,0.039999600004,2,0,0.079999600002,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Mobiluncus_mulieris",2,0,0.079999600002,1,1,0,3,1,0.0533331555561481,2,0,0.079999600002,4,1,0.0899997750005625,1,0,0.039999600004,2,0,0.079999600002,1,1,0,1,1,0,4,1,0.0899997750005625
"Escherichia_coli",1,1,0,1,1,0,1,0,0.039999600004,0,1,-0.039999600004,1,0,0.039999600004,0,1,-0.039999600004,1,0,0.039999600004,0,0,0,0,1,-0.039999600004,1,1,0
"Lactobacillus_vaginalis",0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004
"Mycoplasma_orale",0,0,0,2,0,0.079999600002,1,0,0.039999600004,0,0,0,2,0,0.079999600002,1,0,0.039999600004,0,0,0,2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004
"Treponema_medium",1,3,-0.0533331555561481,3,3,0,2,2,0,1,3,-0.0533331555561481,2,2,0,2,3,-0.013333288889037,2,2,0,3,1,0.0533331555561481,3,3,0,2,2,0
"Selenomonas_infelix",0,2,-0.079999600002,2,2,0,2,1,0.0199999000005,0,3,-0.119999600001333,2,2,0,1,2,-0.0199999000005,1,2,-0.0199999000005,2,2,0,2,3,-0.013333288889037,2,2,0
"Prevotella_corporis",2,1,0.0199999000005,3,1,0.0533331555561481,1,1,0,1,0,0.039999600004,1,1,0,1,1,0,2,1,0.0199999000005,2,0,0.079999600002,3,0,0.119999600001333,1,1,0
"Leptotrichia_goodfellowii",1,2,-0.0199999000005,3,1,0.0533331555561481,3,1,0.0533331555561481,3,1,0.0533331555561481,4,2,0.03999990000025,3,0,0.119999600001333,2,2,0,3,2,0.013333288889037,3,2,0.013333288889037,5,1,0.127999744000512
"Selenomonas_bovis",0,1,-0.039999600004,2,1,0.0199999000005,2,1,0.0199999000005,1,2,-0.0199999000005,3,1,0.0533331555561481,2,2,0,1,1,0,2,1,0.0199999000005,2,0,0.079999600002,3,0,0.119999600001333
"Chryseobacterium_kwangjuense",1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,1,0,0.039999600004
"Lactobacillus_delbrueckii",0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,1,1,0,1,0,0.039999600004,1,1,0,0,0,0,0,0,0,0,1,-0.039999600004,1,1,0
"Lactobacillus_fermentum",0,3,-0.119999600001333,0,4,-0.159999600001,0,8,-0.3199996000005,0,4,-0.159999600001,0,5,-0.1999996000008,0,5,-0.1999996000008,0,5,-0.1999996000008,0,5,-0.1999996000008,0,5,-0.1999996000008,0,6,-0.239999600000667
"Neisseria_elongata",2,0,0.079999600002,4,0,0.159999600001,4,0,0.159999600001,1,0,0.039999600004,4,0,0.159999600001,2,0,0.079999600002,2,0,0.079999600002,3,0,0.119999600001333,3,0,0.119999600001333,3,0,0.119999600001333
"Oribacterium_sinus",3,2,0.013333288889037,4,2,0.03999990000025,2,1,0.0199999000005,2,3,-0.013333288889037,3,1,0.0533331555561481,4,3,0.0099999750000625,3,2,0.013333288889037,3,3,0,3,2,0.013333288889037,4,1,0.0899997750005625
"Solobacterium_moorei",2,2,0,2,3,-0.013333288889037,3,0,0.119999600001333,1,3,-0.0533331555561481,2,2,0,2,3,-0.013333288889037,1,1,0,3,2,0.013333288889037,2,2,0,1,1,0
"Eggerthia_catenaformis",2,2,0,3,2,0.013333288889037,4,2,0.03999990000025,0,1,-0.039999600004,4,2,0.03999990000025,1,3,-0.0533331555561481,2,1,0.0199999000005,2,0,0.079999600002,3,2,0.013333288889037,4,2,0.03999990000025
"Clostridium_ultunense",0,1,-0.039999600004,1,1,0,1,1,0,1,0,0.039999600004,1,1,0,1,1,0,1,1,0,2,0,0.079999600002,2,0,0.079999600002,2,1,0.0199999000005
"Granulicatella_elegans",3,3,0,2,3,-0.013333288889037,2,2,0,3,4,-0.0099999750000625,4,4,0,3,4,-0.0099999750000625,3,3,0,4,4,0,4,3,0.0099999750000625,2,3,-0.013333288889037
"Neisseria_subflava",5,1,0.127999744000512,6,0,0.239999600000667,5,0,0.1999996000008,4,1,0.0899997750005625,4,1,0.0899997750005625,6,0,0.239999600000667,3,1,0.0533331555561481,7,1,0.205713991837154,5,1,0.127999744000512,4,0,0.159999600001
"Campylobacter_concisus",7,3,0.0914284408165131,7,2,0.142856938775802,8,2,0.179999775000281,6,2,0.106666488889185,7,2,0.142856938775802,7,2,0.142856938775802,5,2,0.071999856000288,7,2,0.142856938775802,9,1,0.284444128395413,6,2,0.106666488889185
"Prevotella_melaninogenica",3,0,0.119999600001333,1,0,0.039999600004,2,0,0.079999600002,2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,2,0,0.079999600002,2,0,0.079999600002,2,0,0.079999600002
"Megasphaera_micronuciformis",1,2,-0.0199999000005,2,2,0,2,1,0.0199999000005,1,3,-0.0533331555561481,2,2,0,2,3,-0.013333288889037,0,2,-0.079999600002,1,3,-0.0533331555561481,3,2,0.013333288889037,2,1,0.0199999000005
"Cryptobacterium_curtum",0,2,-0.079999600002,1,2,-0.0199999000005,1,3,-0.0533331555561481,0,2,-0.079999600002,1,2,-0.0199999000005,0,2,-0.079999600002,0,3,-0.119999600001333,1,1,0,1,1,0,1,1,0
"Prevotella_timonensis",1,0,0.039999600004,1,1,0,1,0,0.039999600004,1,1,0,2,1,0.0199999000005,0,1,-0.039999600004,1,1,0,2,1,0.0199999000005,2,1,0.0199999000005,1,0,0.039999600004
"Atopobium_vaginae",1,1,0,2,0,0.079999600002,2,1,0.0199999000005,2,0,0.079999600002,3,1,0.0533331555561481,2,0,0.079999600002,0,0,0,2,0,0.079999600002,2,1,0.0199999000005,2,1,0.0199999000005
"Sediminibacterium_salmoneum",0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,0,0,0,1,-0.039999600004
"Abiotrophia_defectiva",3,0,0.119999600001333,2,3,-0.013333288889037,2,2,0,1,3,-0.0533331555561481,1,4,-0.0899997750005625,1,2,-0.0199999000005,1,2,-0.0199999000005,2,3,-0.013333288889037,2,2,0,0,2,-0.079999600002
"Gemella_morbillorum",1,3,-0.0533331555561481,2,2,0,3,2,0.013333288889037,2,1,0.0199999000005,3,3,0,2,3,-0.013333288889037,2,3,-0.013333288889037,3,1,0.0533331555561481,2,2,0,3,2,0.013333288889037
"Lactococcus_lactis",3,0,0.119999600001333,2,1,0.0199999000005,2,1,0.0199999000005,2,0,0.079999600002,3,1,0.0533331555561481,2,0,0.079999600002,3,0,0.119999600001333,2,1,0.0199999000005,2,1,0.0199999000005,3,1,0.0533331555561481
"Haemophilus_sputorum",5,1,0.127999744000512,7,1,0.205713991837154,6,0,0.239999600000667,3,0,0.119999600001333,7,0,0.279999600000571,7,0,0.279999600000571,7,1,0.205713991837154,6,0,0.239999600000667,4,1,0.0899997750005625,7,0,0.279999600000571
"Veillonella_atypica",0,3,-0.119999600001333,0,4,-0.159999600001,1,2,-0.0199999000005,0,3,-0.119999600001333,1,3,-0.0533331555561481,1,4,-0.0899997750005625,0,2,-0.079999600002,0,3,-0.119999600001333,1,1,0,0,2,-0.079999600002
"Intestinimonas_butyriciproducens",0,2,-0.079999600002,1,2,-0.0199999000005,1,1,0,0,2,-0.079999600002,1,1,0,1,2,-0.0199999000005,1,0,0.039999600004,1,1,0,1,2,-0.0199999000005,1,1,0
"Actinomyces_timonensis",1,2,-0.0199999000005,1,3,-0.0533331555561481,1,4,-0.0899997750005625,1,3,-0.0533331555561481,1,3,-0.0533331555561481,2,2,0,1,3,-0.0533331555561481,0,3,-0.119999600001333,1,3,-0.0533331555561481,2,5,-0.071999856000288
"Campylobacter_gracilis",2,1,0.0199999000005,3,1,0.0533331555561481,4,1,0.0899997750005625,0,0,0,3,1,0.0533331555561481,2,0,0.079999600002,2,1,0.0199999000005,2,1,0.0199999000005,4,1,0.0899997750005625,4,1,0.0899997750005625
"Streptococcus_australis",3,0,0.119999600001333,2,0,0.079999600002,3,0,0.119999600001333,3,0,0.119999600001333,3,0,0.119999600001333,2,0,0.079999600002,1,0,0.039999600004,4,0,0.159999600001,2,0,0.079999600002,3,0,0.119999600001333
"Phocaeicola_abscessus",0,3,-0.119999600001333,0,3,-0.119999600001333,0,3,-0.119999600001333,0,1,-0.039999600004,0,4,-0.159999600001,0,4,-0.159999600001,0,2,-0.079999600002,0,2,-0.079999600002,0,4,-0.159999600001,0,4,-0.159999600001
"Acinetobacter_calcoaceticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_rectus",3,2,0.013333288889037,3,2,0.013333288889037,3,2,0.013333288889037,2,2,0,3,1,0.0533331555561481,4,1,0.0899997750005625,2,0,0.079999600002,4,1,0.0899997750005625,3,2,0.013333288889037,4,2,0.03999990000025
"Corynebacterium_kroppenstedtii",0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,2,-0.079999600002,0,2,-0.079999600002
"Streptococcus_constellatus",0,3,-0.119999600001333,0,3,-0.119999600001333,0,2,-0.079999600002,0,3,-0.119999600001333,0,2,-0.079999600002,0,4,-0.159999600001,0,3,-0.119999600001333,0,2,-0.079999600002,0,3,-0.119999600001333,0,4,-0.159999600001
"Prevotella_nigrescens",4,3,0.0099999750000625,4,2,0.03999990000025,4,2,0.03999990000025,5,4,0.007999984000032,5,2,0.071999856000288,4,3,0.0099999750000625,5,2,0.071999856000288,5,3,0.031999936000128,6,2,0.106666488889185,3,3,0
"Corynebacterium_matruchotii",2,2,0,4,1,0.0899997750005625,3,2,0.013333288889037,2,2,0,3,1,0.0533331555561481,3,2,0.013333288889037,1,2,-0.0199999000005,3,2,0.013333288889037,4,1,0.0899997750005625,3,1,0.0533331555561481
"Eikenella_corrodens",1,3,-0.0533331555561481,1,2,-0.0199999000005,2,2,0,1,2,-0.0199999000005,2,3,-0.013333288889037,1,4,-0.0899997750005625,2,1,0.0199999000005,2,2,0,2,3,-0.013333288889037,2,2,0
"Parvimonas_micra",1,4,-0.0899997750005625,2,3,-0.013333288889037,3,3,0,2,3,-0.013333288889037,3,2,0.013333288889037,2,2,0,2,1,0.0199999000005,3,2,0.013333288889037,2,3,-0.013333288889037,2,3,-0.013333288889037
"Streptococcus_pyogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scardovia_wiggsiae",2,6,-0.106666488889185,1,6,-0.166666388889352,2,5,-0.071999856000288,1,4,-0.0899997750005625,2,4,-0.03999990000025,1,5,-0.127999744000512,0,5,-0.1999996000008,1,5,-0.127999744000512,2,5,-0.071999856000288,1,5,-0.127999744000512
"Fusobacterium_nucleatum",2,6,-0.106666488889185,6,6,0,4,4,0,4,5,-0.007999984000032,5,4,0.007999984000032,4,5,-0.007999984000032,4,4,0,5,3,0.031999936000128,6,4,0.0266666222222963,2,4,-0.03999990000025
"Prevotella_saccharolytica",1,5,-0.127999744000512,3,2,0.013333288889037,3,3,0,2,3,-0.013333288889037,4,4,0,3,3,0,1,3,-0.0533331555561481,3,4,-0.0099999750000625,3,4,-0.0099999750000625,3,3,0
"Catonella_morbi",1,1,0,4,0,0.159999600001,3,0,0.119999600001333,1,0,0.039999600004,5,1,0.127999744000512,3,1,0.0533331555561481,3,1,0.0533331555561481,5,1,0.127999744000512,2,1,0.0199999000005,4,1,0.0899997750005625
"Moraxella_boevrei",1,0,0.039999600004,1,2,-0.0199999000005,0,1,-0.039999600004,1,1,0,0,2,-0.079999600002,1,1,0,0,1,-0.039999600004,0,2,-0.079999600002,1,2,-0.0199999000005,1,1,0
"Micrococcus_luteus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morococcus_cerebrosus",2,0,0.079999600002,2,0,0.079999600002,3,1,0.0533331555561481,1,0,0.039999600004,2,1,0.0199999000005,1,1,0,2,0,0.079999600002,3,0,0.119999600001333,2,1,0.0199999000005,2,0,0.079999600002
"Actinomyces_massiliensis",7,1,0.205713991837154,8,0,0.3199996000005,8,0,0.3199996000005,7,1,0.205713991837154,9,1,0.284444128395413,6,0,0.239999600000667,5,1,0.127999744000512,8,1,0.244999693750383,7,1,0.205713991837154,9,0,0.359999600000444
"Streptococcus_salivarius",2,1,0.0199999000005,1,0,0.039999600004,1,0,0.039999600004,1,1,0,1,1,0,1,0,0.039999600004,0,1,-0.039999600004,2,1,0.0199999000005,1,1,0,1,0,0.039999600004
"Elizabethkingia_meningoseptica",0,0,0,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004
"Prevotella_buccae",3,2,0.013333288889037,2,3,-0.013333288889037,3,2,0.013333288889037,1,1,0,1,2,-0.0199999000005,2,2,0,2,1,0.0199999000005,1,1,0,1,2,-0.0199999000005,3,3,0
"Fusobacterium_russii",0,0,0,2,0,0.079999600002,2,0,0.079999600002,0,0,0,2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004,2,0,0.079999600002,2,0,0.079999600002,2,0,0.079999600002
"Neisseria_meningitidis",1,0,0.039999600004,3,0,0.119999600001333,3,0,0.119999600001333,2,0,0.079999600002,3,0,0.119999600001333,3,0,0.119999600001333,3,0,0.119999600001333,4,0,0.159999600001,3,0,0.119999600001333,2,0,0.079999600002
"Alloscardovia_omnicolens",0,6,-0.239999600000667,1,4,-0.0899997750005625,1,5,-0.127999744000512,1,4,-0.0899997750005625,1,2,-0.0199999000005,1,2,-0.0199999000005,1,4,-0.0899997750005625,0,5,-0.1999996000008,0,2,-0.079999600002,1,3,-0.0533331555561481
"Staphylococcus_epidermidis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria_lactamica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mannheimia_haemolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoramibacter_alactolyticus",0,1,-0.039999600004,0,1,-0.039999600004,0,2,-0.079999600002,0,0,0,0,2,-0.079999600002,0,2,-0.079999600002,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004
"Mogibacterium_timidum",1,3,-0.0533331555561481,3,3,0,1,2,-0.0199999000005,1,2,-0.0199999000005,3,2,0.013333288889037,3,3,0,3,2,0.013333288889037,3,0,0.119999600001333,2,2,0,2,2,0
"Streptococcus_mutans",4,1,0.0899997750005625,4,1,0.0899997750005625,2,1,0.0199999000005,3,2,0.013333288889037,2,2,0,3,1,0.0533331555561481,2,1,0.0199999000005,2,1,0.0199999000005,4,1,0.0899997750005625,2,1,0.0199999000005
"Streptococcus_thermophilus",2,1,0.0199999000005,2,0,0.079999600002,3,1,0.0533331555561481,3,1,0.0533331555561481,3,0,0.119999600001333,3,1,0.0533331555561481,1,0,0.039999600004,2,1,0.0199999000005,3,0,0.119999600001333,2,1,0.0199999000005
"Propionibacterium_propionicum",4,1,0.0899997750005625,3,1,0.0533331555561481,3,2,0.013333288889037,3,1,0.0533331555561481,4,2,0.03999990000025,2,2,0,2,1,0.0199999000005,3,0,0.119999600001333,3,2,0.013333288889037,4,0,0.159999600001
"Porphyromonas_asaccharolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema_pectinovorum",1,1,0,2,1,0.0199999000005,2,0,0.079999600002,1,1,0,2,0,0.079999600002,0,1,-0.039999600004,1,0,0.039999600004,2,0,0.079999600002,2,1,0.0199999000005,2,1,0.0199999000005
"Neisseria_flavescens",4,0,0.159999600001,4,1,0.0899997750005625,7,0,0.279999600000571,4,1,0.0899997750005625,5,1,0.127999744000512,4,1,0.0899997750005625,4,1,0.0899997750005625,6,1,0.166666388889352,4,1,0.0899997750005625,3,0,0.119999600001333
"Streptococcus_anginosus",1,5,-0.127999744000512,0,6,-0.239999600000667,0,5,-0.1999996000008,1,5,-0.127999744000512,1,4,-0.0899997750005625,1,5,-0.127999744000512,1,3,-0.0533331555561481,1,3,-0.0533331555561481,1,4,-0.0899997750005625,1,5,-0.127999744000512
"Leptotrichia_trevisanii",2,2,0,4,2,0.03999990000025,3,2,0.013333288889037,0,3,-0.119999600001333,4,2,0.03999990000025,2,2,0,3,2,0.013333288889037,3,1,0.0533331555561481,2,2,0,4,2,0.03999990000025
"Treponema_putidum",0,2,-0.079999600002,2,2,0,1,3,-0.0533331555561481,1,2,-0.0199999000005,2,2,0,1,3,-0.0533331555561481,1,2,-0.0199999000005,2,1,0.0199999000005,2,3,-0.013333288889037,1,3,-0.0533331555561481
"Leptotrichia_wadei",1,3,-0.0533331555561481,3,2,0.013333288889037,5,3,0.031999936000128,3,3,0,4,2,0.03999990000025,3,3,0,4,2,0.03999990000025,5,2,0.071999856000288,4,0,0.159999600001,5,2,0.071999856000288
"Streptococcus_mitis",1,2,-0.0199999000005,1,2,-0.0199999000005,1,2,-0.0199999000005,1,2,-0.0199999000005,1,3,-0.0533331555561481,1,1,0,1,2,-0.0199999000005,0,3,-0.119999600001333,1,3,-0.0533331555561481,0,2,-0.079999600002
"Dialister_micraerophilus",1,0,0.039999600004,0,1,-0.039999600004,1,0,0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,1,1,0,0,1,-0.039999600004,0,0,0
"Prevotella_oris",1,4,-0.0899997750005625,1,3,-0.0533331555561481,0,3,-0.119999600001333,1,2,-0.0199999000005,0,2,-0.079999600002,1,2,-0.0199999000005,1,2,-0.0199999000005,1,2,-0.0199999000005,1,3,-0.0533331555561481,0,2,-0.079999600002
"Chryseobacterium_piscicola",1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0
"Porphyromonas_catoniae",2,1,0.0199999000005,4,0,0.159999600001,4,1,0.0899997750005625,3,0,0.119999600001333,4,1,0.0899997750005625,3,0,0.119999600001333,4,0,0.159999600001,4,0,0.159999600001,3,1,0.0533331555561481,2,1,0.0199999000005
"Fusobacterium_canifelinum",0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004,0,2,-0.079999600002,0,2,-0.079999600002,0,2,-0.079999600002,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0
"Aggregatibacter_aphrophilus",1,2,-0.0199999000005,4,1,0.0899997750005625,2,2,0,2,1,0.0199999000005,3,2,0.013333288889037,3,0,0.119999600001333,3,2,0.013333288889037,4,2,0.03999990000025,4,2,0.03999990000025,2,2,0
"Lachnoanaerobaculum_umeaense",3,1,0.0533331555561481,5,0,0.1999996000008,6,1,0.166666388889352,3,1,0.0533331555561481,4,0,0.159999600001,4,1,0.0899997750005625,5,0,0.1999996000008,5,1,0.127999744000512,6,0,0.239999600000667,6,1,0.166666388889352
"Eubacterium_infirmum",1,2,-0.0199999000005,2,2,0,4,2,0.03999990000025,2,0,0.079999600002,4,2,0.03999990000025,2,1,0.0199999000005,2,2,0,4,0,0.159999600001,2,0,0.079999600002,4,2,0.03999990000025
"Neisseria_mucosa",3,1,0.0533331555561481,3,1,0.0533331555561481,4,1,0.0899997750005625,4,1,0.0899997750005625,3,1,0.0533331555561481,4,1,0.0899997750005625,4,0,0.159999600001,5,1,0.127999744000512,3,1,0.0533331555561481,4,0,0.159999600001
"Neisseria_dentiae",0,1,-0.039999600004,2,0,0.079999600002,3,1,0.0533331555561481,1,1,0,3,1,0.0533331555561481,1,0,0.039999600004,2,1,0.0199999000005,3,1,0.0533331555561481,2,1,0.0199999000005,3,1,0.0533331555561481
"Haemophilus_pittmaniae",4,1,0.0899997750005625,6,1,0.166666388889352,6,2,0.106666488889185,4,1,0.0899997750005625,6,1,0.166666388889352,5,1,0.127999744000512,5,2,0.071999856000288,7,2,0.142856938775802,3,2,0.013333288889037,4,2,0.03999990000025
"Prevotella_micans",1,2,-0.0199999000005,3,2,0.013333288889037,3,1,0.0533331555561481,1,2,-0.0199999000005,3,2,0.013333288889037,3,2,0.013333288889037,2,1,0.0199999000005,2,1,0.0199999000005,3,2,0.013333288889037,4,1,0.0899997750005625
"Treponema_succinifaciens",1,3,-0.0533331555561481,3,4,-0.0099999750000625,2,4,-0.03999990000025,1,3,-0.0533331555561481,2,4,-0.03999990000025,2,3,-0.013333288889037,2,3,-0.013333288889037,3,1,0.0533331555561481,3,3,0,2,1,0.0199999000005
"Kingella_denitrificans",2,0,0.079999600002,3,0,0.119999600001333,4,0,0.159999600001,0,0,0,2,0,0.079999600002,2,0,0.079999600002,2,0,0.079999600002,3,0,0.119999600001333,3,0,0.119999600001333,3,0,0.119999600001333
"Veillonella_denticariosi",0,1,-0.039999600004,1,1,0,2,1,0.0199999000005,2,0,0.079999600002,1,1,0,2,0,0.079999600002,2,1,0.0199999000005,1,0,0.039999600004,1,0,0.039999600004,2,1,0.0199999000005
"Corynebacterium_durum",2,0,0.079999600002,4,0,0.159999600001,3,0,0.119999600001333,5,0,0.1999996000008,5,0,0.1999996000008,5,0,0.1999996000008,4,0,0.159999600001,4,0,0.159999600001,4,0,0.159999600001,5,0,0.1999996000008
"Neisseria_bacilliformis",0,1,-0.039999600004,1,1,0,0,1,-0.039999600004,1,0,0.039999600004,1,1,0,1,1,0,1,1,0,1,0,0.039999600004,1,0,0.039999600004,0,1,-0.039999600004
"Kingella_oralis",3,1,0.0533331555561481,2,0,0.079999600002,5,0,0.1999996000008,2,1,0.0199999000005,3,1,0.0533331555561481,2,0,0.079999600002,3,1,0.0533331555561481,4,1,0.0899997750005625,1,1,0,4,0,0.159999600001
"Cardiobacterium_hominis",3,0,0.119999600001333,6,0,0.239999600000667,5,0,0.1999996000008,4,0,0.159999600001,6,0,0.239999600000667,4,0,0.159999600001,4,0,0.159999600001,5,0,0.1999996000008,5,0,0.1999996000008,5,0,0.1999996000008
"Fretibacterium_fastidiosum",2,4,-0.03999990000025,5,4,0.007999984000032,2,3,-0.013333288889037,4,3,0.0099999750000625,5,3,0.031999936000128,5,4,0.007999984000032,4,2,0.03999990000025,5,1,0.127999744000512,5,3,0.031999936000128,3,3,0
"Streptococcus_peroris",2,0,0.079999600002,2,1,0.0199999000005,3,2,0.013333288889037,2,1,0.0199999000005,2,2,0,2,2,0,3,1,0.0533331555561481,2,2,0,0,3,-0.119999600001333,3,2,0.013333288889037
"Olsenella_profusa",4,1,0.0899997750005625,4,1,0.0899997750005625,6,1,0.166666388889352,2,0,0.079999600002,5,1,0.127999744000512,1,1,0,2,1,0.0199999000005,3,0,0.119999600001333,4,0,0.159999600001,3,1,0.0533331555561481
"Agrobacterium_tumefaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_gasseri",1,2,-0.0199999000005,0,2,-0.079999600002,1,3,-0.0533331555561481,0,2,-0.079999600002,1,2,-0.0199999000005,0,2,-0.079999600002,0,1,-0.039999600004,0,3,-0.119999600001333,1,2,-0.0199999000005,1,1,0
"Prevotella_albensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas_artemidis",0,4,-0.159999600001,1,3,-0.0533331555561481,2,4,-0.03999990000025,1,3,-0.0533331555561481,2,2,0,1,3,-0.0533331555561481,2,2,0,2,4,-0.03999990000025,1,3,-0.0533331555561481,2,3,-0.013333288889037
"Streptococcus_infantis",3,3,0,2,1,0.0199999000005,2,2,0,2,2,0,2,2,0,1,3,-0.0533331555561481,2,2,0,2,2,0,2,4,-0.03999990000025,2,4,-0.03999990000025
"Prevotella_histicola",2,2,0,2,2,0,1,2,-0.0199999000005,1,2,-0.0199999000005,1,2,-0.0199999000005,1,3,-0.0533331555561481,1,1,0,0,3,-0.119999600001333,1,1,0,2,0,0.079999600002
"Aggregatibacter_segnis",4,2,0.03999990000025,5,1,0.127999744000512,5,1,0.127999744000512,5,1,0.127999744000512,5,0,0.1999996000008,5,1,0.127999744000512,4,0,0.159999600001,6,1,0.166666388889352,6,1,0.166666388889352,4,1,0.0899997750005625
"Rothia_terrae",1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,2,0,0.079999600002,2,0,0.079999600002,2,0,0.079999600002,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Streptococcus_suis",0,1,-0.039999600004,0,2,-0.079999600002,1,1,0,1,1,0,1,3,-0.0533331555561481,0,1,-0.039999600004,1,1,0,1,3,-0.0533331555561481,0,2,-0.079999600002,1,1,0
"Achromobacter_xylosoxidans",0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004
"Ruminofilibacter_xylanolyticum",1,2,-0.0199999000005,2,2,0,1,1,0,0,1,-0.039999600004,2,1,0.0199999000005,1,1,0,1,1,0,2,0,0.079999600002,1,1,0,2,2,0
"Finegoldia_magna",0,1,-0.039999600004,0,1,-0.039999600004,0,3,-0.119999600001333,0,2,-0.079999600002,0,2,-0.079999600002,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,2,-0.079999600002,0,2,-0.079999600002
"Prevotella_multiformis",1,1,0,2,2,0,3,2,0.013333288889037,0,2,-0.079999600002,3,3,0,1,4,-0.0899997750005625,1,3,-0.0533331555561481,2,2,0,3,3,0,3,2,0.013333288889037
"Neisseria_canis",2,0,0.079999600002,3,2,0.013333288889037,3,2,0.013333288889037,3,2,0.013333288889037,4,3,0.0099999750000625,5,1,0.127999744000512,1,2,-0.0199999000005,4,3,0.0099999750000625,2,2,0,3,2,0.013333288889037
