"","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score"
"Leptotrichia_hofstadii",2,1,0.0199999000005,4,1,0.0899997750005625,4,1,0.0899997750005625,3,1,0.0533331555561481,4,1,0.0899997750005625,3,1,0.0533331555561481,2,1,0.0199999000005,4,0,0.159999600001,4,1,0.0899997750005625,5,0,0.1999996000008
"Bacteroides_zoogleoformans",2,1,0.0199999000005,3,1,0.0533331555561481,2,0,0.079999600002,3,1,0.0533331555561481,4,1,0.0899997750005625,2,1,0.0199999000005,2,0,0.079999600002,4,1,0.0899997750005625,4,1,0.0899997750005625,1,1,0
"Natranaerovirga_hydrolytica",0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Mogibacterium_neglectum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_mucosalis",2,0,0.079999600002,2,2,0,3,0,0.119999600001333,2,1,0.0199999000005,2,2,0,3,2,0.013333288889037,2,1,0.0199999000005,1,2,-0.0199999000005,3,1,0.0533331555561481,3,0,0.119999600001333
"Peptoniphilus_lacrimalis",2,2,0,1,2,-0.0199999000005,1,2,-0.0199999000005,2,1,0.0199999000005,2,1,0.0199999000005,1,0,0.039999600004,1,1,0,2,1,0.0199999000005,2,2,0,0,2,-0.079999600002
"Streptococcus_sanguinis",4,0,0.159999600001,4,1,0.0899997750005625,4,1,0.0899997750005625,3,0,0.119999600001333,4,1,0.0899997750005625,4,0,0.159999600001,1,0,0.039999600004,5,1,0.127999744000512,4,1,0.0899997750005625,3,1,0.0533331555561481
"Eubacterium_rectale",1,5,-0.127999744000512,1,4,-0.0899997750005625,1,4,-0.0899997750005625,1,4,-0.0899997750005625,2,2,0,1,4,-0.0899997750005625,2,3,-0.013333288889037,2,3,-0.013333288889037,2,2,0,1,3,-0.0533331555561481
"Fusobacterium_periodonticum",4,1,0.0899997750005625,7,1,0.205713991837154,7,1,0.205713991837154,6,0,0.239999600000667,8,1,0.244999693750383,5,0,0.1999996000008,5,1,0.127999744000512,8,0,0.3199996000005,7,0,0.279999600000571,6,1,0.166666388889352
"Eubacterium_minutum",0,1,-0.039999600004,1,1,0,1,1,0,0,1,-0.039999600004,1,1,0,0,2,-0.079999600002,0,2,-0.079999600002,1,1,0,1,1,0,1,2,-0.0199999000005
"Sporanaerobacter_acetigenes",0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Desulfomicrobium_orale",2,0,0.079999600002,4,0,0.159999600001,3,0,0.119999600001333,4,0,0.159999600001,4,0,0.159999600001,3,0,0.119999600001333,2,0,0.079999600002,4,0,0.159999600001,4,0,0.159999600001,3,0,0.119999600001333
"Campylobacter_showae",4,2,0.03999990000025,4,2,0.03999990000025,6,2,0.106666488889185,5,2,0.071999856000288,6,2,0.106666488889185,6,1,0.166666388889352,5,2,0.071999856000288,7,3,0.0914284408165131,4,2,0.03999990000025,5,1,0.127999744000512
"Tannerella_forsythia",1,4,-0.0899997750005625,4,5,-0.007999984000032,4,4,0,2,4,-0.03999990000025,5,3,0.031999936000128,3,3,0,2,4,-0.03999990000025,5,1,0.127999744000512,3,3,0,3,2,0.013333288889037
"Kingella_potus",2,0,0.079999600002,4,1,0.0899997750005625,3,0,0.119999600001333,1,1,0,2,1,0.0199999000005,3,1,0.0533331555561481,2,0,0.079999600002,2,0,0.079999600002,4,0,0.159999600001,4,0,0.159999600001
"Capnocytophaga_granulosa",0,2,-0.079999600002,1,1,0,2,1,0.0199999000005,1,1,0,2,2,0,0,2,-0.079999600002,1,1,0,2,2,0,1,2,-0.0199999000005,2,1,0.0199999000005
"Neisseria_oralis",4,0,0.159999600001,5,3,0.031999936000128,4,2,0.03999990000025,4,1,0.0899997750005625,4,3,0.0099999750000625,5,2,0.071999856000288,4,2,0.03999990000025,5,3,0.031999936000128,4,3,0.0099999750000625,3,2,0.013333288889037
"Lactobacillus_ruminis",0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0.039999600004,1,0,0.039999600004,1,1,0,1,1,0,1,1,0
"Helicobacter_pylori",1,3,-0.0533331555561481,0,2,-0.079999600002,1,0,0.039999600004,0,3,-0.119999600001333,2,2,0,2,2,0,1,1,0,1,2,-0.0199999000005,2,3,-0.013333288889037,1,2,-0.0199999000005
"Soonwooa_buanensis",0,0,0,2,0,0.079999600002,2,0,0.079999600002,0,0,0,2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004,2,0,0.079999600002,2,0,0.079999600002,2,0,0.079999600002
"Leptotrichia_hongkongensis",2,2,0,2,1,0.0199999000005,3,2,0.013333288889037,3,2,0.013333288889037,3,1,0.0533331555561481,2,2,0,2,2,0,3,1,0.0533331555561481,2,1,0.0199999000005,2,0,0.079999600002
"Gemella_haemolysans",2,1,0.0199999000005,3,2,0.013333288889037,2,1,0.0199999000005,2,1,0.0199999000005,3,3,0,3,2,0.013333288889037,3,2,0.013333288889037,4,3,0.0099999750000625,2,3,-0.013333288889037,2,2,0
"Gemella_palaticanis",0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,1,0,0.039999600004,1,1,0,1,0,0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,1,1,0
"Bacillus_cereus",3,1,0.0533331555561481,1,1,0,1,0,0.039999600004,1,1,0,3,2,0.013333288889037,2,2,0,3,1,0.0533331555561481,2,1,0.0199999000005,2,0,0.079999600002,3,2,0.013333288889037
"Slackia_exigua",4,4,0,2,5,-0.071999856000288,3,3,0,2,3,-0.013333288889037,3,4,-0.0099999750000625,1,4,-0.0899997750005625,3,2,0.013333288889037,2,2,0,2,4,-0.03999990000025,3,4,-0.0099999750000625
"Actinomyces_viscosus",0,3,-0.119999600001333,0,2,-0.079999600002,0,3,-0.119999600001333,0,2,-0.079999600002,0,1,-0.039999600004,0,1,-0.039999600004,0,2,-0.079999600002,0,2,-0.079999600002,0,1,-0.039999600004,0,0,0
"Streptococcus_oralis",3,2,0.013333288889037,2,3,-0.013333288889037,3,1,0.0533331555561481,2,2,0,2,2,0,1,2,-0.0199999000005,3,1,0.0533331555561481,4,3,0.0099999750000625,0,3,-0.119999600001333,2,2,0
"Desulfovibrio_fairfieldensis",2,4,-0.03999990000025,4,3,0.0099999750000625,3,4,-0.0099999750000625,3,4,-0.0099999750000625,5,2,0.071999856000288,3,4,-0.0099999750000625,2,4,-0.03999990000025,3,2,0.013333288889037,3,3,0,3,3,0
"Prevotella_multisaccharivorax",0,4,-0.159999600001,1,4,-0.0899997750005625,1,3,-0.0533331555561481,1,4,-0.0899997750005625,2,3,-0.013333288889037,2,4,-0.03999990000025,1,3,-0.0533331555561481,1,2,-0.0199999000005,1,2,-0.0199999000005,2,2,0
"Streptococcus_sinensis",1,0,0.039999600004,2,0,0.079999600002,3,0,0.119999600001333,1,0,0.039999600004,3,0,0.119999600001333,0,0,0,2,0,0.079999600002,2,0,0.079999600002,1,0,0.039999600004,3,0,0.119999600001333
"Gemella_cuniculi",0,1,-0.039999600004,0,1,-0.039999600004,1,1,0,2,1,0.0199999000005,1,1,0,1,1,0,2,1,0.0199999000005,2,0,0.079999600002,1,1,0,2,0,0.079999600002
"Desulfobulbus_propionicus",0,1,-0.039999600004,1,1,0,1,1,0,1,1,0,2,1,0.0199999000005,1,2,-0.0199999000005,0,2,-0.079999600002,1,1,0,1,1,0,2,2,0
"Cardiobacterium_valvarum",2,0,0.079999600002,4,0,0.159999600001,2,0,0.079999600002,1,0,0.039999600004,3,0,0.119999600001333,2,0,0.079999600002,1,0,0.039999600004,2,0,0.079999600002,2,0,0.079999600002,3,0,0.119999600001333
"Corynebacterium_tuberculostearicum",0,0,0,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004
"Prevotella_pleuritidis",4,1,0.0899997750005625,4,2,0.03999990000025,3,2,0.013333288889037,4,1,0.0899997750005625,5,2,0.071999856000288,4,1,0.0899997750005625,4,1,0.0899997750005625,5,1,0.127999744000512,6,2,0.106666488889185,2,1,0.0199999000005
"Corynebacterium_argentoratense",1,0,0.039999600004,0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004,1,1,0,1,1,0,1,1,0,1,2,-0.0199999000005,1,2,-0.0199999000005,1,2,-0.0199999000005
"Howardella_ureilytica",1,6,-0.166666388889352,2,7,-0.142856938775802,1,4,-0.0899997750005625,1,5,-0.127999744000512,1,5,-0.127999744000512,1,5,-0.127999744000512,1,4,-0.0899997750005625,2,2,0,2,4,-0.03999990000025,1,5,-0.127999744000512
"Snodgrassella_alvi",3,1,0.0533331555561481,4,1,0.0899997750005625,4,2,0.03999990000025,1,1,0,2,1,0.0199999000005,2,1,0.0199999000005,3,0,0.119999600001333,1,2,-0.0199999000005,3,1,0.0533331555561481,4,2,0.03999990000025
"Clostridium_hathewayi",1,2,-0.0199999000005,2,2,0,1,1,0,0,2,-0.079999600002,2,1,0.0199999000005,2,2,0,2,0,0.079999600002,2,1,0.0199999000005,1,2,-0.0199999000005,2,1,0.0199999000005
"Propionibacterium_acidifaciens",0,2,-0.079999600002,0,3,-0.119999600001333,1,2,-0.0199999000005,2,2,0,2,3,-0.013333288889037,1,2,-0.0199999000005,1,2,-0.0199999000005,1,1,0,0,2,-0.079999600002,2,2,0
"Gardnerella_vaginalis",2,3,-0.013333288889037,0,2,-0.079999600002,2,2,0,1,2,-0.0199999000005,1,2,-0.0199999000005,0,1,-0.039999600004,1,0,0.039999600004,2,1,0.0199999000005,1,3,-0.0533331555561481,1,3,-0.0533331555561481
"Parascardovia_denticolens",2,2,0,1,2,-0.0199999000005,2,2,0,1,2,-0.0199999000005,1,2,-0.0199999000005,1,3,-0.0533331555561481,0,2,-0.079999600002,2,1,0.0199999000005,1,0,0.039999600004,0,1,-0.039999600004
"Prevotella_falsenii",0,0,0,0,0,0,1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,0,0,0
"Streptobacillus_moniliformis",1,0,0.039999600004,2,0,0.079999600002,2,0,0.079999600002,1,0,0.039999600004,3,0,0.119999600001333,1,0,0.039999600004,2,0,0.079999600002,3,0,0.119999600001333,3,0,0.119999600001333,2,0,0.079999600002
"Gemella_bergeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas_ruminantium",0,0,0,1,1,0,1,0,0.039999600004,1,1,0,2,1,0.0199999000005,1,1,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,2,0,0.079999600002
"Eubacterium_sulci",4,3,0.0099999750000625,5,2,0.071999856000288,7,2,0.142856938775802,4,2,0.03999990000025,5,2,0.071999856000288,4,2,0.03999990000025,3,1,0.0533331555561481,6,2,0.106666488889185,5,1,0.127999744000512,5,3,0.031999936000128
"Veillonella_ratti",1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Desulfobulbus_rhabdoformis",1,1,0,3,1,0.0533331555561481,1,1,0,2,0,0.079999600002,2,1,0.0199999000005,2,1,0.0199999000005,1,1,0,2,0,0.079999600002,2,0,0.079999600002,1,1,0
"Lactobacillus_mucosae",0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,1,2,-0.0199999000005,1,1,0,1,2,-0.0199999000005,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,1,0,0.039999600004
"Streptococcus_parasanguinis",2,2,0,2,0,0.079999600002,1,1,0,2,3,-0.013333288889037,1,1,0,2,2,0,1,3,-0.0533331555561481,0,3,-0.119999600001333,2,2,0,1,1,0
"Eubacterium_ramulus",2,2,0,1,2,-0.0199999000005,1,1,0,1,2,-0.0199999000005,3,1,0.0533331555561481,2,2,0,3,0,0.119999600001333,3,1,0.0533331555561481,3,2,0.013333288889037,2,1,0.0199999000005
"Ralstonia_solanacearum",3,0,0.119999600001333,2,0,0.079999600002,3,1,0.0533331555561481,2,0,0.079999600002,2,1,0.0199999000005,2,1,0.0199999000005,2,0,0.079999600002,2,0,0.079999600002,1,1,0,1,0,0.039999600004
"Prevotella_oralis",1,3,-0.0533331555561481,2,3,-0.013333288889037,2,3,-0.013333288889037,1,2,-0.0199999000005,2,2,0,2,3,-0.013333288889037,1,2,-0.0199999000005,2,2,0,2,2,0,1,3,-0.0533331555561481
"Actinomyces_graevenitzii",2,0,0.079999600002,2,0,0.079999600002,3,0,0.119999600001333,3,0,0.119999600001333,3,0,0.119999600001333,3,0,0.119999600001333,2,0,0.079999600002,2,0,0.079999600002,3,0,0.119999600001333,3,0,0.119999600001333
"Alloprevotella_rava",5,1,0.127999744000512,3,1,0.0533331555561481,4,1,0.0899997750005625,4,2,0.03999990000025,3,1,0.0533331555561481,5,1,0.127999744000512,4,2,0.03999990000025,5,2,0.071999856000288,4,1,0.0899997750005625,6,1,0.166666388889352
"Paraprevotella_clara",1,1,0,1,1,0,1,1,0,1,1,0,2,1,0.0199999000005,1,1,0,0,0,0,0,1,-0.039999600004,1,1,0,1,0,0.039999600004
"Actinobacillus_porcinus",1,2,-0.0199999000005,1,3,-0.0533331555561481,1,1,0,0,3,-0.119999600001333,2,2,0,2,2,0,2,3,-0.013333288889037,2,2,0,2,3,-0.013333288889037,2,2,0
"Pseudomonas_aeruginosa",0,2,-0.079999600002,1,2,-0.0199999000005,1,1,0,0,2,-0.079999600002,1,1,0,0,2,-0.079999600002,0,1,-0.039999600004,1,0,0.039999600004,1,2,-0.0199999000005,1,1,0
"Atopobium_parvulum",2,2,0,3,2,0.013333288889037,2,1,0.0199999000005,1,3,-0.0533331555561481,2,1,0.0199999000005,1,3,-0.0533331555561481,1,2,-0.0199999000005,1,2,-0.0199999000005,2,1,0.0199999000005,3,0,0.119999600001333
"Stenotrophomonas_maltophilia",0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004
"Anaerovorax_odorimutans",1,0,0.039999600004,2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,2,0,0.079999600002,2,0,0.079999600002
"Megamonas_funiformis",1,1,0,1,1,0,1,0,0.039999600004,1,1,0,2,0,0.079999600002,1,1,0,2,0,0.079999600002,2,0,0.079999600002,2,1,0.0199999000005,1,1,0
"Pasteurella_pneumotropica",0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Treponema_amylovorum",2,2,0,4,2,0.03999990000025,3,1,0.0533331555561481,1,1,0,2,1,0.0199999000005,3,2,0.013333288889037,3,1,0.0533331555561481,3,0,0.119999600001333,4,1,0.0899997750005625,3,2,0.013333288889037
"Prevotella_nanceiensis",2,3,-0.013333288889037,1,1,0,2,2,0,2,1,0.0199999000005,1,3,-0.0533331555561481,2,0,0.079999600002,2,2,0,2,1,0.0199999000005,1,2,-0.0199999000005,1,2,-0.0199999000005
"Wolinella_succinogenes",1,0,0.039999600004,2,0,0.079999600002,2,0,0.079999600002,1,0,0.039999600004,2,0,0.079999600002,1,0,0.039999600004,0,0,0,2,0,0.079999600002,2,0,0.079999600002,1,0,0.039999600004
"Lactobacillus_frumenti",0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004
"Shuttleworthia_satelles",2,1,0.0199999000005,4,3,0.0099999750000625,5,2,0.071999856000288,2,2,0,4,3,0.0099999750000625,3,2,0.013333288889037,3,2,0.013333288889037,4,0,0.159999600001,4,1,0.0899997750005625,4,1,0.0899997750005625
"Treponema_lecithinolyticum",2,1,0.0199999000005,4,1,0.0899997750005625,4,1,0.0899997750005625,4,1,0.0899997750005625,4,1,0.0899997750005625,5,1,0.127999744000512,4,1,0.0899997750005625,4,0,0.159999600001,3,1,0.0533331555561481,4,0,0.159999600001
"Neisseria_macacae",0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Moraxella_osloensis",1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004
"Streptococcus_intermedius",1,1,0,1,1,0,2,1,0.0199999000005,1,1,0,1,1,0,1,1,0,2,1,0.0199999000005,1,1,0,1,1,0,2,1,0.0199999000005
"Treponema_socranskii",2,1,0.0199999000005,4,1,0.0899997750005625,4,1,0.0899997750005625,1,1,0,4,1,0.0899997750005625,2,1,0.0199999000005,2,1,0.0199999000005,3,1,0.0533331555561481,3,1,0.0533331555561481,3,1,0.0533331555561481
"Pyramidobacter_piscolens",1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,1,0,1,0,0.039999600004,1,1,0,0,1,-0.039999600004,1,1,0,1,1,0,0,1,-0.039999600004
"Dialister_pneumosintes",4,4,0,3,4,-0.0099999750000625,3,4,-0.0099999750000625,4,5,-0.007999984000032,3,4,-0.0099999750000625,4,5,-0.007999984000032,3,4,-0.0099999750000625,5,4,0.007999984000032,4,4,0,2,6,-0.106666488889185
"Selenomonas_flueggei",0,2,-0.079999600002,0,1,-0.039999600004,0,4,-0.159999600001,0,3,-0.119999600001333,0,3,-0.119999600001333,0,1,-0.039999600004,0,3,-0.119999600001333,0,4,-0.159999600001,0,2,-0.079999600002,0,3,-0.119999600001333
"Peptostreptococcus_stomatis",2,5,-0.071999856000288,2,4,-0.03999990000025,3,4,-0.0099999750000625,2,4,-0.03999990000025,2,3,-0.013333288889037,2,3,-0.013333288889037,3,1,0.0533331555561481,3,4,-0.0099999750000625,2,4,-0.03999990000025,2,5,-0.071999856000288
"Lactobacillus_reuteri",0,3,-0.119999600001333,1,3,-0.0533331555561481,1,3,-0.0533331555561481,1,3,-0.0533331555561481,1,3,-0.0533331555561481,1,4,-0.0899997750005625,1,1,0,0,2,-0.079999600002,0,1,-0.039999600004,1,2,-0.0199999000005
"Butyrivibrio_fibrisolvens",1,0,0.039999600004,2,0,0.079999600002,3,0,0.119999600001333,2,0,0.079999600002,2,0,0.079999600002,1,0,0.039999600004,2,0,0.079999600002,3,0,0.119999600001333,1,0,0.039999600004,3,0,0.119999600001333
"Mycoplasma_salivarium",3,1,0.0533331555561481,1,1,0,2,0,0.079999600002,3,1,0.0533331555561481,1,0,0.039999600004,2,1,0.0199999000005,3,0,0.119999600001333,3,0,0.119999600001333,2,1,0.0199999000005,1,1,0
"Mobiluncus_curtisii",2,1,0.0199999000005,2,1,0.0199999000005,2,2,0,0,1,-0.039999600004,1,1,0,1,1,0,2,1,0.0199999000005,0,2,-0.079999600002,1,1,0,2,1,0.0199999000005
"Simonsiella_muelleri",2,1,0.0199999000005,6,1,0.166666388889352,5,1,0.127999744000512,2,1,0.0199999000005,4,1,0.0899997750005625,5,1,0.127999744000512,4,1,0.0899997750005625,4,2,0.03999990000025,3,1,0.0533331555561481,5,0,0.1999996000008
"Actinomyces_oricola",0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0
"Barnesiella_viscericola",1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0
"Prevotella_aurantiaca",3,0,0.119999600001333,4,0,0.159999600001,4,0,0.159999600001,2,0,0.079999600002,2,0,0.079999600002,4,0,0.159999600001,3,0,0.119999600001333,3,0,0.119999600001333,4,0,0.159999600001,4,0,0.159999600001
"Leptotrichia_amnionii",0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Leptotrichia_shahii",2,4,-0.03999990000025,4,2,0.03999990000025,3,2,0.013333288889037,2,5,-0.071999856000288,5,3,0.031999936000128,3,3,0,2,2,0,5,3,0.031999936000128,2,3,-0.013333288889037,3,3,0
"Capnocytophaga_ochracea",1,1,0,2,0,0.079999600002,2,0,0.079999600002,0,0,0,2,1,0.0199999000005,0,1,-0.039999600004,1,1,0,1,1,0,1,1,0,2,1,0.0199999000005
"Prevotella_ruminicola",1,0,0.039999600004,0,1,-0.039999600004,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Gemella_sanguinis",2,1,0.0199999000005,1,2,-0.0199999000005,3,2,0.013333288889037,1,0,0.039999600004,1,2,-0.0199999000005,2,0,0.079999600002,2,1,0.0199999000005,3,1,0.0533331555561481,1,1,0,1,2,-0.0199999000005
"Conchiformibius_steedae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_intermedia",0,8,-0.3199996000005,4,7,-0.0514284979592886,3,5,-0.031999936000128,2,5,-0.071999856000288,4,4,0,3,5,-0.031999936000128,2,4,-0.03999990000025,2,6,-0.106666488889185,2,5,-0.071999856000288,3,5,-0.031999936000128
"Porphyromonas_uenonis",0,1,-0.039999600004,1,1,0,0,1,-0.039999600004,1,1,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,1,0,0,1,-0.039999600004
"Prevotella_fusca",5,1,0.127999744000512,4,2,0.03999990000025,7,1,0.205713991837154,5,1,0.127999744000512,6,2,0.106666488889185,5,2,0.071999856000288,5,2,0.071999856000288,7,1,0.205713991837154,4,1,0.0899997750005625,6,1,0.166666388889352
"Selenomonas_sputigena",0,5,-0.1999996000008,2,4,-0.03999990000025,2,4,-0.03999990000025,0,5,-0.1999996000008,2,3,-0.013333288889037,1,6,-0.166666388889352,1,4,-0.0899997750005625,2,4,-0.03999990000025,2,3,-0.013333288889037,2,4,-0.03999990000025
"Veillonella_rodentium",0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004
"Klebsiella_pneumoniae",2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,2,0,0.079999600002,0,0,0,2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Bulleidia_extructa",0,4,-0.159999600001,2,4,-0.03999990000025,2,3,-0.013333288889037,0,3,-0.119999600001333,2,3,-0.013333288889037,1,4,-0.0899997750005625,1,2,-0.0199999000005,2,1,0.0199999000005,2,3,-0.013333288889037,2,2,0
"Haemophilus_parahaemolyticus",0,2,-0.079999600002,3,2,0.013333288889037,3,1,0.0533331555561481,0,2,-0.079999600002,4,1,0.0899997750005625,3,1,0.0533331555561481,1,2,-0.0199999000005,3,1,0.0533331555561481,3,2,0.013333288889037,2,2,0
"Alloprevotella_tannerae",3,2,0.013333288889037,3,3,0,3,4,-0.0099999750000625,2,2,0,4,4,0,2,2,0,3,3,0,3,2,0.013333288889037,3,2,0.013333288889037,2,3,-0.013333288889037
"Alkaliphilus_crotonatoxidans",0,0,0,1,0,0.039999600004,1,1,0,0,1,-0.039999600004,1,1,0,0,0,0,0,1,-0.039999600004,1,1,0,1,0,0.039999600004,1,1,0
"Actinomyces_georgiae",2,2,0,4,1,0.0899997750005625,4,2,0.03999990000025,2,1,0.0199999000005,4,1,0.0899997750005625,4,2,0.03999990000025,2,2,0,3,1,0.0533331555561481,4,0,0.159999600001,4,1,0.0899997750005625
"Bilophila_wadsworthia",3,3,0,1,3,-0.0533331555561481,2,2,0,1,2,-0.0199999000005,2,2,0,1,2,-0.0199999000005,2,1,0.0199999000005,1,1,0,3,2,0.013333288889037,2,2,0
"Streptococcus_oligofermentans",1,1,0,1,1,0,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,1,0,1,0,0.039999600004,0,1,-0.039999600004,1,0,0.039999600004
"Actinomyces_lingnae",2,1,0.0199999000005,3,2,0.013333288889037,1,1,0,3,1,0.0533331555561481,1,1,0,3,1,0.0533331555561481,2,1,0.0199999000005,2,2,0,2,2,0,2,1,0.0199999000005
"Streptococcus_equinus",0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004
"Lactobacillus_salivarius",1,4,-0.0899997750005625,0,5,-0.1999996000008,0,4,-0.159999600001,1,4,-0.0899997750005625,1,4,-0.0899997750005625,0,4,-0.159999600001,1,2,-0.0199999000005,1,3,-0.0533331555561481,1,3,-0.0533331555561481,0,3,-0.119999600001333
"Lactobacillus_crispatus",0,1,-0.039999600004,0,2,-0.079999600002,0,2,-0.079999600002,0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004,0,1,-0.039999600004,0,2,-0.079999600002,0,2,-0.079999600002,0,2,-0.079999600002
"Prevotella_maculosa",0,1,-0.039999600004,1,1,0,2,0,0.079999600002,1,1,0,2,1,0.0199999000005,0,1,-0.039999600004,1,0,0.039999600004,2,1,0.0199999000005,1,1,0,2,1,0.0199999000005
"Haemophilus_influenzae",1,3,-0.0533331555561481,2,3,-0.013333288889037,3,2,0.013333288889037,2,3,-0.013333288889037,2,2,0,2,3,-0.013333288889037,2,1,0.0199999000005,2,1,0.0199999000005,2,3,-0.013333288889037,2,1,0.0199999000005
"Moraxella_bovoculi",0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Atopobium_minutum",0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004
"Capnocytophaga_haemolytica",4,0,0.159999600001,4,0,0.159999600001,5,0,0.1999996000008,3,0,0.119999600001333,4,0,0.159999600001,3,0,0.119999600001333,4,0,0.159999600001,5,0,0.1999996000008,5,0,0.1999996000008,5,0,0.1999996000008
"Clostridium_aminobutyricum",2,0,0.079999600002,5,0,0.1999996000008,3,0,0.119999600001333,0,0,0,4,0,0.159999600001,4,0,0.159999600001,3,0,0.119999600001333,4,0,0.159999600001,3,0,0.119999600001333,4,0,0.159999600001
"Porphyromonas_gulae",0,3,-0.119999600001333,3,3,0,2,2,0,1,2,-0.0199999000005,3,2,0.013333288889037,2,3,-0.013333288889037,1,2,-0.0199999000005,2,1,0.0199999000005,2,2,0,2,3,-0.013333288889037
"Saccharofermentans_acetigenes",0,1,-0.039999600004,1,1,0,1,1,0,0,1,-0.039999600004,1,1,0,0,1,-0.039999600004,0,0,0,1,1,0,1,1,0,1,0,0.039999600004
