,Axis1,Axis2,Axis3,CS,HS,SS,sHACK,cluster,cx,cy,cluster_factor,High_sHACK,Module2
Neisseria_elongata,9.94495472902517,-13.8827056726593,5.32970133943618,0.80958904109589,0.915321486952836,0.821755441735963,0.967871485943775,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Capnocytophaga_gingivalis,9.66097094824068,-17.3259772659626,2.71780657291511,0.928767123287671,0.763404774878408,0.898750306013062,0.965863453815261,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Campylobacter_showae,12.237229654426,-11.3021892627647,2.84729364713305,0.757534246575343,0.879862868559666,0.908769614459707,0.963855421686747,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Leptotrichia_buccalis,16.5866514127473,-4.65026286935384,1.21068522270964,0.872602739726027,0.742367762507316,0.918895035146531,0.961847389558233,3,15.7200397767724,5.68151935062429,3,TRUE,FALSE
Leptotrichia_hofstadii,15.0479370764174,-0.738886316762726,-0.297385826928471,0.749315068493151,0.864482956953442,0.847414838134678,0.959839357429719,3,15.7200397767724,5.68151935062429,3,TRUE,FALSE
Lachnoanaerobaculum_saburreum,11.7751548953942,9.74559341926104,-9.69097729495753,0.845205479452055,0.895327844039475,0.7397308540994,0.957831325301205,3,15.7200397767724,5.68151935062429,3,TRUE,FALSE
Streptococcus_lactarius,-3.32524401571312,-7.55173634476517,-4.76275153523397,0.693150684931507,0.97207069483966,0.93674836551133,0.955823293172691,4,-3.60854994020313,-2.09522479612292,4,TRUE,FALSE
Prevotella_aurantiaca,1.31094753469239,-12.5708441608612,-2.59270405016409,0.671232876712329,0.942235777279974,0.944039679476739,0.953815261044177,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Capnocytophaga_leadbetteri,12.5371226333642,-16.3537916241583,5.01628910911655,0.901369863013699,0.706367580876269,0.847740955671633,0.951807228915663,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Cardiobacterium_valvarum,13.3680355493887,-6.69246138051937,4.83468835377554,0.706849315068493,0.871311678876309,0.824407781018796,0.949799196787149,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Actinomyces_odontolyticus,0.258103236521925,-0.552313425057162,-19.0253588924221,0.958904109589041,0.73572864321608,0.761200684883784,0.947791164658635,4,-3.60854994020313,-2.09522479612292,4,TRUE,FALSE
Haemophilus_pittmaniae,-1.12480964915805,-13.0592756871112,-1.8715831572242,0.720547945205479,0.887581178987306,0.76219607132164,0.94578313253012,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Leptotrichia_wadei,7.57445142333331,4.89544964470945,-15.8457678239305,0.938356164383562,0.659015862444754,0.861535235820668,0.943775100401606,3,15.7200397767724,5.68151935062429,3,TRUE,FALSE
Oribacterium_sinus,2.30996779194155,-4.68368418156548,-16.5054864601413,0.916438356164384,0.627201771911768,0.959597185294522,0.941767068273092,4,-3.60854994020313,-2.09522479612292,4,TRUE,FALSE
Propionibacterium_propionicum,6.94005388880737,-8.27317016751734,2.85650204431193,0.706849315068493,0.749332606809146,0.757619047635544,0.939759036144578,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Leptotrichia_goodfellowii,7.61801062454965,-2.6289302367229,-7.69552165545494,0.76986301369863,0.693390446206938,0.858580426644771,0.937751004016064,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Prevotella_oulorum,9.73839270679314,8.97562885571608,-15.4155451746117,0.894520547945206,0.619283263708099,0.931301576808862,0.93574297188755,3,15.7200397767724,5.68151935062429,3,TRUE,FALSE
Prevotella_salivae,1.15558573971024,8.24076914270736,-24.6910293254863,1,0.629500615527436,0.862691090220211,0.933734939759036,1,0.234670503340864,11.7573950781623,1,TRUE,FALSE
Prevotella_loescheii,19.3825459847315,-3.13738962025847,7.41868958827539,0.865753424657534,0.656274343605578,0.807616942108782,0.931726907630522,3,15.7200397767724,5.68151935062429,3,TRUE,FALSE
Neisseria_meningitidis,3.97434960085886,-13.5690943170386,1.60689191129998,0.66027397260274,0.917543238279752,0.791029342781191,0.929718875502008,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Leptotrichia_hongkongensis,7.72281202041997,3.45985608165007,-4.86470871397413,0.80958904109589,0.637858973582773,0.816447801475442,0.927710843373494,3,15.7200397767724,5.68151935062429,3,TRUE,FALSE
Eubacterium_infirmum,14.9598891252194,3.35666882254849,-2.31779291249918,0.706849315068493,0.694845512704083,0.695234066271452,0.92570281124498,3,15.7200397767724,5.68151935062429,3,TRUE,FALSE
Streptococcus_mutans,4.74887442840741,13.8127100459243,-8.31755904314029,0.671232876712329,0.706955460031079,0.807554253846441,0.923694779116466,1,0.234670503340864,11.7573950781623,1,TRUE,FALSE
Orientia_tsutsugamushi,-4.37466372586947,-4.4996765422947,-10.8144276173709,0.591780821917808,0.956406631551331,0.860571526272323,0.921686746987952,4,-3.60854994020313,-2.09522479612292,4,TRUE,FALSE
Actinomyces_massiliensis,9.06235756391736,-3.58267079565827,-1.59902075617132,0.683561643835616,0.994674375895542,0.680192861325685,0.919678714859438,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Neisseria_oralis,10.0898727435046,-7.90324277503385,3.76600150199939,0.671232876712329,0.729550261346895,0.701335023207965,0.917670682730924,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Streptobacillus_moniliformis,6.83232093215906,-6.70892319252855,2.41916338385336,0.621917808219178,0.862795705434805,0.761014437646868,0.91566265060241,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Neisseria_flavescens,4.81136735642881,-21.4433054571122,2.87053988325594,0.923287671232877,0.945751448003068,0.540594689726743,0.913654618473896,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Gemella_sanguinis,-0.718053992577342,-12.1597749304843,-6.24198484123151,0.912328767123288,0.541950515630361,0.925502850590598,0.911646586345382,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Corynebacterium_durum,12.0449694988013,-9.60543871082365,1.54887543818653,0.850684931506849,0.96565145002119,0.57026836257984,0.909638554216867,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Porphyromonas_gingivalis,13.9005058211078,1.14197775794907,6.43937054854041,0.720547945205479,0.623742003188634,0.775701531538372,0.907630522088353,3,15.7200397767724,5.68151935062429,3,TRUE,FALSE
Peptococcus_niger,11.7994379829464,-7.10650793215706,3.87439630304188,0.645205479452055,0.658801638715667,0.774189525681193,0.905622489959839,2,6.72843344989611,-10.8417605202732,2,TRUE,TRUE
Actinomyces_meyeri,7.17960182372712,2.78392097154729,-4.38681450420127,0.645205479452055,0.656641541038526,0.816437718555124,0.903614457831325,3,15.7200397767724,5.68151935062429,3,TRUE,FALSE
Corynebacterium_matruchotii,17.6996217944442,2.60429206477731,1.51348892524898,0.872602739726027,0.639059453895986,0.655417637161231,0.901606425702811,3,15.7200397767724,5.68151935062429,3,TRUE,FALSE
Haemophilus_sputorum,1.71501622642858,-15.2091946528846,-1.02806587085408,0.731506849315068,0.979807269278117,0.594375626871922,0.899598393574297,2,6.72843344989611,-10.8417605202732,2,FALSE,TRUE
Streptococcus_australis,-0.597134004498177,-8.03939373441908,-8.10366685074681,0.645205479452055,0.903754212831224,0.636853294207231,0.897590361445783,4,-3.60854994020313,-2.09522479612292,4,FALSE,FALSE
Leptotrichia_trevisanii,12.4737765994235,-7.28467641205208,2.36632377730027,0.782191780821918,0.566865149038364,0.875412654299426,0.895582329317269,2,6.72843344989611,-10.8417605202732,2,FALSE,TRUE
Veillonella_tobetsuensis,1.01350892575437,-8.23383959026453,-7.66508672622644,0.621917808219178,0.736299570139856,0.664846567597666,0.893574297188755,2,6.72843344989611,-10.8417605202732,2,FALSE,TRUE
Neisseria_subflava,0.747022995763946,-13.7485385623193,-1.10620066636967,0.645205479452055,0.953080260741458,0.620209812542651,0.891566265060241,2,6.72843344989611,-10.8417605202732,2,FALSE,TRUE
Stomatobaculum_longum,3.81284637684753,2.43718026491393,-19.3116448627928,0.947945205479452,0.465006558898912,0.958744367935132,0.889558232931727,4,-3.60854994020313,-2.09522479612292,4,FALSE,FALSE
Treponema_vincentii,17.8737198517473,-3.08878561926376,6.13376864067649,0.720547945205479,0.739556416621259,0.574348447266076,0.887550200803213,3,15.7200397767724,5.68151935062429,3,FALSE,FALSE
Aggregatibacter_segnis,17.6858972755238,-13.223474597847,9.14491850766175,0.865753424657534,0.950189299913221,0.49918182372936,0.885542168674699,2,6.72843344989611,-10.8417605202732,2,FALSE,TRUE
Shuttleworthia_satelles,14.2426523095552,9.93491531459924,-0.321181014462312,0.645205479452055,0.720643680248633,0.601992312378595,0.883534136546185,3,15.7200397767724,5.68151935062429,3,FALSE,FALSE
Veillonella_sp_T11011_6,-6.3636081137242,-3.93942808476655,-10.1587015354881,0.552054794520548,0.743716776654356,0.964459006421497,0.881526104417671,4,-3.60854994020313,-2.09522479612292,4,FALSE,FALSE
