"","Axis1","Axis2","Axis3","HAC","cluster","cx","cy","cluster_factor","High_HAC","Module5"
"Streptococcus_sp_F0442",-5.11634948880701,5.95072266389734,-2.18736265009723,0.73696682464455,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Streptococcus_sp_HMSC034E03",-4.09559859941477,6.77147386047498,0.153539701161993,0.73696682464455,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Streptococcus_sp_HMSC067H01",-3.55335417773473,7.68455524921965,1.64825854887371,0.73696682464455,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Porphyromonas_gulae",-3.54402903254478,4.7774565270752,0.145219049304977,0.680094786729858,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Lachnospiraceae_bacterium_oral_taxon_096",-9.38672463408269,-1.34769658068275,3.51551475946876,0.680094786729858,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Prevotella_sp_oral_taxon_306",-9.70190195368726,-2.68057641151475,1.4822938152265,0.680094786729858,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Tannerella_sp_oral_taxon_HOT_286",-5.72335899555751,2.1962132358494,5.2250601770727,0.680094786729858,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Aggregatibacter_actinomycetemcomitans",-3.23844413978333,3.03301934510372,-0.345089446220348,0.601895734597156,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Prevotella_shahii",4.64540796706112,8.44821754528728,12.7926147989662,0.601895734597156,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Peptococcus_niger",-2.1954979737016,3.57656989057172,4.8295563817587,0.601895734597156,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Actinobacillus_rossii",-3.83747320295332,6.56044635721549,-0.593844895899697,0.601895734597156,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Leptotrichia_hofstadii",4.99151468021664,-3.90191355481801,7.55209567898908,0.601895734597156,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Mogibacterium_neglectum",-8.48198715469797,0.985532364800319,0.336460723959067,0.601895734597156,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Campylobacter_showae",9.37246440043282,5.79288017432602,12.2867694770932,0.601895734597156,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Leptotrichia_hongkongensis",-2.13369227430579,2.21052128324768,1.69262472292253,0.601895734597156,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Prevotella_pleuritidis",10.3926100173269,-3.13926492114625,-0.551300008472351,0.601895734597156,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Stenotrophomonas_maltophilia",-5.10629250317569,5.70970474753962,-5.34456871878818,0.601895734597156,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Dialister_pneumosintes",7.88582975402107,-8.17055936565089,1.7701369745522,0.601895734597156,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Prevotella_aurantiaca",-4.02957599538932,5.21658748664862,3.79974424051111,0.601895734597156,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Prevotella_fusca",-4.96958672587987,-3.94962403881637,0.171535028559627,0.601895734597156,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Selenomonas_infelix",6.12139228614775,-4.29917797922942,5.10263244067511,0.601895734597156,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Corynebacterium_matruchotii",13.7814780351563,-0.382324343404338,-2.66360839169593,0.601895734597156,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Eikenella_corrodens",10.2777742775647,5.07160118694922,6.04362555673182,0.601895734597156,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Morococcus_cerebrosus",-4.68067156420654,4.50417865432745,-1.24933067486956,0.601895734597156,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Staphylococcus_epidermidis",-2.37283803758223,2.88027035051135,-4.870532103127,0.601895734597156,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Leptotrichia_trevisanii",-0.128484892631884,0.0636887234439583,5.43062082545682,0.601895734597156,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Eubacterium_infirmum",4.26079725601371,-3.63328061445508,7.9443133495248,0.601895734597156,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Haemophilus_pittmaniae",-3.32782687732997,8.49658332254317,2.89030676318928,0.601895734597156,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Kingella_oralis",4.58887024386294,1.00467117800757,-6.50863643229948,0.601895734597156,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Streptococcus_suis",-7.14141628996804,2.7121507176651,-2.55835979900774,0.601895734597156,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Centipeda_periodontii",-6.07285388076331,-5.54233414951986,1.39351057841588,0.601895734597156,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Actinomyces_naeslundii",8.69651962414002,2.50441939944428,-5.65965071993587,0.601895734597156,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Actinomyces_sp_HMSC035G02",-11.032831335813,-0.808982385462206,0.38293571418155,0.601895734597156,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Actinomyces_sp_oral_taxon_181",-9.12388685158456,0.187172141530156,-3.62254013432533,0.601895734597156,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Oribacterium_asaccharolyticum",-10.3917934629447,-1.0316131982595,1.89679507142078,0.601895734597156,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Oribacterium_parvum",-7.71270344078486,1.75825769178513,5.81685514363963,0.601895734597156,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Streptococcus_equinus",-5.0054882435343,2.38709315478074,-2.63929708138443,0.52132701421801,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Prevotella_maculosa",9.27601516682598,-5.60475503702517,3.48312132572642,0.52132701421801,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Haemophilus_influenzae",0.942371898346461,5.860620935322,-1.92009136428964,0.52132701421801,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Neisseria_meningitidis",-0.668646925534694,8.40266181992896,-0.0265556113711266,0.52132701421801,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Cardiobacterium_hominis",14.5255669683185,6.65955222116899,1.68036648817763,0.52132701421801,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Porphyromonas_endodontalis",5.99249794862209,-4.41727771556986,3.61931136612292,0.507109004739337,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Fusobacterium_nucleatum",7.95700204433677,-2.35655424911799,1.81145992017447,0.502369668246445,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Catonella_morbi",1.20661192556957,1.4974273057943,5.41996845135693,0.495260663507109,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Treponema_medium",6.92813534059519,-5.71354718850238,3.58391855714101,0.495260663507109,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Leptotrichia_wadei",-10.7955132958487,-15.0824233860287,9.53011616928303,0.483412322274882,6,-10.5517734426121,-10.4196660345533,"6",FALSE,FALSE
"Granulicatella_adiacens",-2.30906984362896,6.59587115169407,-4.44487174570341,0.483412322274882,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Peptostreptococcus_stomatis",5.95755549872442,3.03125126505204,14.0886330368167,0.483412322274882,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Fusobacterium_periodonticum",0.351377177881405,7.97600327796699,19.0144619191842,0.4739336492891,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Veillonella_atypica",-18.109927766228,-16.3721699567999,-0.538522530500363,0.469194312796209,6,-10.5517734426121,-10.4196660345533,"6",FALSE,FALSE
"Streptococcus_sanguinis",3.86980769497935,5.71059200357085,-5.01164449743362,0.464454976303318,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Bacteroides_stercoris",-4.60102182980363,3.46605983659093,-2.88344820711569,0.454976303317536,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Propionibacterium_propionicum",5.9699974300173,4.0282509401078,-1.33069245022984,0.454976303317536,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Prevotella_loescheii",12.4897957303081,-1.21254558992327,3.27883012358883,0.454976303317536,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Streptococcus_salivarius",-9.1167192747306,-0.166247242111957,-7.6936976445727,0.445497630331754,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Gemella_haemolysans",0.994924156012733,8.59757766373333,-1.91898209225969,0.438388625592417,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Fretibacterium_fastidiosum",11.4000304733145,-6.76053113299082,-0.628256636505026,0.438388625592417,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Streptococcus_oralis",3.10970020179202,10.400247774296,-5.96891145855178,0.421800947867299,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Bacillus_cereus",-3.66750184397659,4.38513491430492,-3.72932381259031,0.421800947867299,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Propionibacterium_acnes",-2.66858382094676,5.55471098264298,-5.02390080511645,0.421800947867299,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Streptococcus_lactarius",-5.62233021647701,4.11234837001429,-1.28327583125047,0.421800947867299,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Bifidobacterium_longum",-6.00989200391893,-2.98176152169997,-3.8718706667616,0.421800947867299,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Streptococcus_mitis",3.61758434108488,9.55755456052459,-5.92929199064733,0.402843601895735,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Porphyromonas_catoniae",6.39906709165704,11.3596354224487,6.54069581877744,0.402843601895735,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Butyrivibrio_fibrisolvens",-5.55107642003181,-2.22801849365446,1.38689901105209,0.402843601895735,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Streptococcus_oligofermentans",-4.91356900448626,5.28413532262371,-4.37391710783064,0.393364928909953,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Actinomyces_odontolyticus",-9.65885277558081,-1.91290621985425,1.20228977385222,0.388625592417062,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Streptococcus_parasanguinis",-9.78937292895071,-0.985103164024204,-8.79221974027664,0.381516587677725,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Prevotella_intermedia",3.95408141622519,-1.64399245200222,1.36979529354767,0.381516587677725,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Streptococcus_pneumoniae",3.50390783104263,9.1777706677566,-2.22905054061385,0.372037914691943,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Streptococcus_gordonii",3.96221400250543,1.86053411310295,-6.33908755979104,0.372037914691943,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Parvimonas_micra",14.0087587194632,2.28080926330473,7.92719907008523,0.364928909952607,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Filifactor_alocis",6.97666231017461,-2.54514245012445,1.61908541668798,0.360189573459716,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Tannerella_forsythia",6.30476708465803,-2.77364115605991,6.01482793820927,0.355450236966825,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Streptococcus_peroris",-6.67635639776114,4.35698463748639,-4.80966300150152,0.350710900473934,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Veillonella_dispar",-10.3013754186385,-9.03875402889198,-2.80221805421847,0.345971563981043,6,-10.5517734426121,-10.4196660345533,"6",FALSE,FALSE
"Neisseria_subflava",-2.52064632129984,5.7583897063232,0.272977606711097,0.338862559241706,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Neisseria_perflava",-6.08055297623824,5.67436874009779,-1.73511968803792,0.338862559241706,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Acinetobacter_johnsonii",-5.39555721277066,4.65056880841788,-4.79161725179499,0.300947867298578,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Prevotella_enoeca",2.71956940796117,-3.36416021886683,1.07851905598627,0.300947867298578,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Prevotella_marshii",6.69192874792235,-5.82857431005998,-0.818374006308064,0.300947867298578,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
