"cluster"	"degree"	"betweenness"	"sHACK"	"CS"	"HS"	"SS"	"within_group_propensity"	"across_group_propensity"	"species"
"Megasphaera_micronuciformis"	1	31	766.322997693706	0.819277108433735	0.989041095890411	0.351840225222498	0.929408179264573	0.175	0.0206611570247934	"Megasphaera_micronuciformis"
"Cryptobacterium_curtum"	1	17	687.733448741955	0.586345381526104	0.423287671232877	0.194174890516841	0.444352738672469	0.05	0.0247933884297521	"Cryptobacterium_curtum"
"Abiotrophia_defectiva"	2	19	129.232791576142	0.708835341365462	0.782191780821918	0.293883069968315	0.712354243486311	0.05	0	"Abiotrophia_defectiva"
"Neisseria_macacae"	2	1	0	0.36144578313253	0	0.621082420132792	0.381289681321726	0.0125	0	"Neisseria_macacae"
"Gemella_morbillorum"	2	15	287.32365077714	0.686746987951807	0.841095890410959	0.452213073399124	0.403868682530692	0.0375	0.0148514851485149	"Gemella_morbillorum"
"Haemophilus_sputorum"	2	17	209.278664369686	0.899598393574297	0.731506849315068	0.979807269278117	0.594375626871922	0.075	0	"Haemophilus_sputorum"
"Veillonella_atypica"	1	17	23.8598164798165	0.634538152610442	0.947945205479452	0.0915222699844604	0.842033325300461	0.075	0.00826446280991736	"Veillonella_atypica"
"Actinomyces_timonensis"	3	5	15.5013811380191	0.0823293172690763	0	0.143042017315493	0.570713387728951	0.0104166666666667	0	"Actinomyces_timonensis"
"Campylobacter_gracilis"	3	32	278.716055917245	0.801204819277108	0.857534246575342	0.762024681641137	0.407490421258259	0.177083333333333	0	"Campylobacter_gracilis"
"Propionibacterium_acnes"	4	2	0	0.63855421686747	0.423287671232877	0.698030211297451	0.313212199579676	0	0.00909090909090909	"Propionibacterium_acnes"
"Streptococcus_australis"	4	1	0	0.897590361445783	0.645205479452055	0.903754212831224	0.636853294207231	0	0	"Streptococcus_australis"
"Phocaeicola_abscessus"	3	39	110.533126135168	0.524096385542169	0.552054794520548	0.044688906379286	0.52681794165018	0.09375	0	"Phocaeicola_abscessus"
"Campylobacter_rectus"	3	10	6.2187219643102	0.815261044176707	0.552054794520548	0.725004137151622	0.536747751029	0.0208333333333333	0.00537634408602151	"Campylobacter_rectus"
"Streptococcus_constellatus"	3	16	5.94181391129254	0.493975903614458	0.505479452054794	0.0279227462614276	0.510807722557038	0.0729166666666667	0	"Streptococcus_constellatus"
"Prevotella_nigrescens"	3	57	448.378086604824	0.847389558232932	0.83013698630137	0.716249419789712	0.501158795453471	0.15625	0	"Prevotella_nigrescens"
"Treponema_bryantii"	4	5	0	0.273092369477912	0	0.295103630602813	0.465838973465016	0	0.0227272727272727	"Treponema_bryantii"
"Corynebacterium_matruchotii"	3	51	667.044184341097	0.901606425702811	0.872602739726027	0.639059453895986	0.655417637161231	0.104166666666667	0.0268817204301075	"Corynebacterium_matruchotii"
"Streptococcus_cristatus"	4	1	0	0.642570281124498	0.621917808219178	0.504608181469597	0.276328098478126	0	0.00454545454545455	"Streptococcus_cristatus"
"Corynebacterium_jeikeium"	4	1	0	0.44578313253012	0	0.459335331274848	0.662594918714884	0	0.00454545454545455	"Corynebacterium_jeikeium"
"Pasteurella_pneumotropica"	2	1	0	0.726907630522088	0.423287671232877	0.621082420132792	0.481036706807017	0	0.00495049504950495	"Pasteurella_pneumotropica"
"Eikenella_corrodens"	2	34	573.37261213838	0.656626506024096	0.797260273972603	0.299139976993401	0.544520582941109	0.0375	0.0396039603960396	"Eikenella_corrodens"
"Parvimonas_micra"	3	29	521.490929926143	0.65863453815261	0.932876712328767	0.37955671933967	0.385468693267624	0.104166666666667	0.00537634408602151	"Parvimonas_micra"
"Scardovia_wiggsiae"	1	16	120.867861028809	0.331325301204819	0.621917808219178	0.0330469617162116	0.288289218656891	0.025	0.0206611570247934	"Scardovia_wiggsiae"
"Aggregatibacter_actinomycetemcomitans"	2	1	0	0.387550200803213	0	0.823794777098343	0.421512332839395	0	0.00495049504950495	"Aggregatibacter_actinomycetemcomitans"
"Fusobacterium_nucleatum"	3	112	2455.27393206012	0.690763052208835	0.972602739726027	0.396339024439466	0.476615478648959	0.229166666666667	0.0483870967741935	"Fusobacterium_nucleatum"
"Mycoplasma_hyosynoviae"	4	2	0	0.402610441767068	0	0.432126495933483	0.450828009989356	0	0.00909090909090909	"Mycoplasma_hyosynoviae"
"Prevotella_corporis"	4	1	0	0.544176706827309	0	0.639080240560231	0.882223453619958	0	0.00454545454545455	"Prevotella_corporis"
"Prevotella_saccharolytica"	3	21	346.386776699393	0.728915662650602	0.693150684931507	0.317905794030393	0.842787742619985	0.03125	0.0161290322580645	"Prevotella_saccharolytica"
"Catonella_morbi"	2	34	329.516140498857	0.977911646586345	0.878082191780822	0.831847591370507	0.834348443771998	0	0.0198019801980198	"Catonella_morbi"
"Actinomyces_massiliensis"	2	10	13.8188644688645	0.919678714859438	0.683561643835616	0.994674375895542	0.680192861325685	0.0125	0.00495049504950495	"Actinomyces_massiliensis"
"Streptococcus_salivarius"	1	17	33.6054637029637	0.789156626506024	0.857534246575342	0.561162539605659	0.487185091392384	0.05	0.00413223140495868	"Streptococcus_salivarius"
"Prevotella_buccae"	3	26	17.6588535273823	0.650602409638554	0.552054794520548	0.431808237977034	0.343276131700043	0.0416666666666667	0	"Prevotella_buccae"
"Fusobacterium_russii"	2	7	23.2044588214723	0.479919678714859	0	0.769282355552865	0.533272908502924	0	0.00495049504950495	"Fusobacterium_russii"
"Alloscardovia_omnicolens"	1	13	118.347606976357	0.0240963855421687	0	0.0702288551189683	0.603364483132432	0.05	0.012396694214876	"Alloscardovia_omnicolens"
"Pseudoramibacter_alactolyticus"	3	20	9.25210093340898	0.140562248995984	0	0.192141127323364	0.285716062153843	0.0208333333333333	0	"Pseudoramibacter_alactolyticus"
"Mogibacterium_timidum"	3	28	33.1331313004937	0.646586345381526	0.552054794520548	0.447279772355755	0.308988617844526	0.03125	0	"Mogibacterium_timidum"
"Streptococcus_mutans"	1	17	61.564519983733	0.923694779116466	0.671232876712329	0.706955460031079	0.807554253846441	0.05	0.012396694214876	"Streptococcus_mutans"
"Streptococcus_thermophilus"	1	21	87.8468736276495	0.706827309236948	0.96986301369863	0.793174607979657	0.252749208353057	0.025	0.00826446280991736	"Streptococcus_thermophilus"
"Propionibacterium_propionicum"	2	14	124.523574918598	0.939759036144578	0.706849315068493	0.749332606809146	0.757619047635544	0.0375	0	"Propionibacterium_propionicum"
"Treponema_pectinovorum"	3	11	90.7766147233987	0.283132530120482	0	0.647617101572118	0.308326112565486	0.0416666666666667	0.00537634408602151	"Treponema_pectinovorum"
"Neisseria_flavescens"	2	11	160.996703296703	0.913654618473896	0.923287671232877	0.945751448003068	0.540594689726743	0.025	0	"Neisseria_flavescens"
"Streptococcus_anginosus"	3	32	156.11614656087	0.126506024096386	0.683561643835616	0.0236135496760913	0.132779062660511	0.104166666666667	0	"Streptococcus_anginosus"
"Leptotrichia_trevisanii"	2	14	417.523911721932	0.895582329317269	0.782191780821918	0.566865149038364	0.875412654299426	0.025	0.0099009900990099	"Leptotrichia_trevisanii"
"Treponema_putidum"	3	3	0	0.208835341365462	0	0.253258662791871	0.357586476279094	0.0208333333333333	0	"Treponema_putidum"
"Leptotrichia_wadei"	3	23	131.403395584346	0.943775100401606	0.938356164383562	0.659015862444754	0.861535235820668	0.0416666666666667	0.010752688172043	"Leptotrichia_wadei"
"Propionigenium_maris"	4	1	0	0.402610441767068	0	0.432126495933483	0.830405252932592	0	0.00454545454545455	"Propionigenium_maris"
"Streptococcus_mitis"	2	17	340.516369496517	0.363453815261044	0.865753424657534	0.201589069847228	0.0899641554904185	0.0125	0.0099009900990099	"Streptococcus_mitis"
"Dialister_micraerophilus"	1	7	0	0.309236947791165	0	0.327098242215092	0.411790101165935	0.025	0	"Dialister_micraerophilus"
"Prevotella_oris"	3	83	1010.48640250714	0.568273092369478	0.887671232876712	0.135013824140784	0.439947150752307	0.145833333333333	0.021505376344086	"Prevotella_oris"
"Peptoniphilus_lacrimalis"	4	2	0	0.359437751004016	0	0.449066719137858	0.379013252453882	0	0.00909090909090909	"Peptoniphilus_lacrimalis"
"Prevotella_timonensis"	4	1	0	0.263052208835341	0	0.562588646041452	0.289958618082986	0	0.00454545454545455	"Prevotella_timonensis"
"Porphyromonas_catoniae"	2	22	211.990036760625	0.993975903614458	0.984931506849315	0.878976004520595	0.908063163006729	0.025	0	"Porphyromonas_catoniae"
"Fusobacterium_canifelinum"	4	2	0	0.118473895582329	0	0.170956388367541	0.1995353275867	0	0.00454545454545455	"Fusobacterium_canifelinum"
"Aggregatibacter_aphrophilus"	2	16	12.7992424242424	0.839357429718876	0.79041095890411	0.634293051603399	0.512867543613523	0.0125	0	"Aggregatibacter_aphrophilus"
"Mannheimia_granulomatis"	2	2	0	0.457831325301205	0	0.749585578494884	0.491152145707961	0.025	0	"Mannheimia_granulomatis"
"Lachnoanaerobaculum_umeaense"	2	12	36.1985958485958	0.997991967871486	0.923287671232877	0.947371193315977	0.905526149597593	0	0.00495049504950495	"Lachnoanaerobaculum_umeaense"
"Eubacterium_infirmum"	3	15	3.11041083099907	0.92570281124498	0.706849315068493	0.694845512704083	0.695234066271452	0.0208333333333333	0	"Eubacterium_infirmum"
"Neisseria_mucosa"	2	1	0	0.86144578313253	0.706849315068493	0.888998809307582	0.521513889582708	0	0	"Neisseria_mucosa"
"Neisseria_dentiae"	2	4	0	0.506024096385542	0	0.684093459264192	0.575136584886987	0.0125	0	"Neisseria_dentiae"
"Haemophilus_pittmaniae"	2	3	0	0.94578313253012	0.720547945205479	0.887581178987306	0.76219607132164	0	0	"Haemophilus_pittmaniae"
"Prevotella_micans"	3	23	14.8915565428723	0.867469879518072	0.591780821917808	0.592866037012371	0.906307685163048	0.03125	0	"Prevotella_micans"
"Treponema_succinifaciens"	3	14	6.0143115942029	0.640562248995984	0.423287671232877	0.313230308167343	0.723068196732184	0.0104166666666667	0	"Treponema_succinifaciens"
"Kingella_denitrificans"	2	2	0.376811594202899	0.853413654618474	0.621917808219178	0.87504924219491	0.552333117464321	0.0125	0	"Kingella_denitrificans"
"Veillonella_denticariosi"	4	2	0	0.734939759036145	0.423287671232877	0.613781457488244	0.503135623039975	0	0	"Veillonella_denticariosi"
"Corynebacterium_durum"	2	15	52.0168893941642	0.909638554216867	0.850684931506849	0.96565145002119	0.57026836257984	0.0375	0.0198019801980198	"Corynebacterium_durum"
"Neisseria_bacilliformis"	1	3	0	0.759036144578313	0.552054794520548	0.445345300801195	0.565320677943029	0	0	"Neisseria_bacilliformis"
"Kingella_oralis"	3	12	8.47001470751471	0.875502008032129	0.821917808219178	0.815539545115134	0.500169606218866	0.0104166666666667	0	"Kingella_oralis"
"Cardiobacterium_hominis"	2	35	205.504579858488	0.969879518072289	0.821917808219178	0.981718835139553	0.829155187367296	0.025	0.0297029702970297	"Cardiobacterium_hominis"
"Actinomyces_bowdenii"	4	1	0	0.303212851405622	0	0.323238279752175	0.399940701919299	0	0.00454545454545455	"Actinomyces_bowdenii"
"Staphylococcus_epidermidis"	4	1	0	0.160642570281124	0	0.432126495933483	0.214144105788273	0	0.00454545454545455	"Staphylococcus_epidermidis"
"Fretibacterium_fastidiosum"	3	59	154.070781502667	0.783132530120482	0.80958904109589	0.579987588545135	0.473688706512106	0.0625	0	"Fretibacterium_fastidiosum"
"Atopobium_vaginae"	1	1	0	0.5	0	0.710697967750399	0.569271183825612	0	0.00413223140495868	"Atopobium_vaginae"
"Streptococcus_peroris"	4	5	0	0.829317269076305	0.645205479452055	0.543676212387237	0.556782740521058	0	0	"Streptococcus_peroris"
"Olsenella_profusa"	3	22	24.2010317295214	0.791164658634538	0.66027397260274	0.852407014994652	0.43923714713143	0.0104166666666667	0	"Olsenella_profusa"
"Lactobacillus_gasseri"	1	13	116.476990245712	0.0682730923694779	0	0.157788238380658	0.136143889061398	0.025	0.00826446280991736	"Lactobacillus_gasseri"
"Selenomonas_artemidis"	3	15	0	0.618473895582329	0.741095890410959	0.170283949869831	0.626393449068243	0	0	"Selenomonas_artemidis"
"Streptococcus_infantis"	2	8	0	0.763052208835341	0.749315068493151	0.354649855704224	0.796974808504516	0	0	"Streptococcus_infantis"
"Prevotella_histicola"	1	33	66.9655303492804	0.775100401606426	0.978082191780822	0.348705374260863	0.81456712170537	0	0.00826446280991736	"Prevotella_histicola"
"Aggregatibacter_segnis"	2	33	172.696933757684	0.885542168674699	0.865753424657534	0.950189299913221	0.49918182372936	0.0125	0.0099009900990099	"Aggregatibacter_segnis"
"Haemophilus_haemoglobinophilus"	2	1	0	0.548192771084337	0	0.975387176848096	0.648200698004524	0.0125	0	"Haemophilus_haemoglobinophilus"
"Streptococcus_suis"	4	6	0	0.58433734939759	0.591780821917808	0.246262537587536	0.304762548779526	0	0	"Streptococcus_suis"
"Ruminofilibacter_xylanolyticum"	3	10	0.166666666666667	0.228915662650602	0	0.455392323061089	0.267169949151034	0.0104166666666667	0	"Ruminofilibacter_xylanolyticum"
"Prevotella_multiformis"	3	23	9.31901244890375	0.317269076305221	0	0.340481120461747	0.567657062005795	0.0208333333333333	0	"Prevotella_multiformis"
"Neisseria_canis"	2	15	0	0.757028112449799	0.423287671232877	0.589109806058404	0.801852140840445	0	0	"Neisseria_canis"
"Centipeda_periodontii"	3	13	6.60340262183432	0.696787148594378	0.731506849315068	0.275112510342879	0.899640974157983	0.0104166666666667	0	"Centipeda_periodontii"
"Actinomyces_israelii"	3	17	3.78104575163399	0.0261044176706827	0	0.0717164133922625	0.560981535831387	0.0104166666666667	0	"Actinomyces_israelii"
"Actinomyces_naeslundii"	3	23	49.2395171008329	0.610441767068273	0.731506849315068	0.626423886500777	0.158711961556199	0.0104166666666667	0	"Actinomyces_naeslundii"
"Streptococcus_lactarius"	4	5	0	0.955823293172691	0.693150684931507	0.97207069483966	0.93674836551133	0	0	"Streptococcus_lactarius"
"Capnocytophaga_gingivalis"	2	9	0	0.965863453815261	0.928767123287671	0.763404774878408	0.898750306013062	0	0	"Capnocytophaga_gingivalis"
"Prevotella_loescheii"	3	37	172.236613125872	0.931726907630522	0.865753424657534	0.656274343605578	0.807616942108782	0.0416666666666667	0	"Prevotella_loescheii"
"Bergeriella_denitrificans"	4	4	0	0.463855421686747	0	0.501942745857803	0.558423364123715	0	0	"Bergeriella_denitrificans"
"Paludibacter_propionicigenes"	4	3	0	0.0983935742971888	0	0.647011362031039	0.151511000817124	0	0	"Paludibacter_propionicigenes"
"Veillonella_tobetsuensis"	2	5	0	0.893574297188755	0.621917808219178	0.736299570139856	0.664846567597666	0	0	"Veillonella_tobetsuensis"
"Prevotella_oulorum"	3	27	22.4587169815306	0.93574297188755	0.894520547945206	0.619283263708099	0.931301576808862	0.0104166666666667	0	"Prevotella_oulorum"
"Atopobium_rimae"	3	48	142.069164388243	0.678714859437751	0.79041095890411	0.28931151742649	0.645968597591937	0.0104166666666667	0.00537634408602151	"Atopobium_rimae"
"Scardovia_inopinata"	1	3	0	0.377510040160643	0	0.438250993925451	0.398788703927594	0	0	"Scardovia_inopinata"
"Selenomonas_dianae"	3	43	32.6763049317025	0.8714859437751	0.683561643835616	0.559026558495288	0.763313160355225	0.0104166666666667	0	"Selenomonas_dianae"
"Streptococcus_pseudopneumoniae"	4	1	0	0.295180722891566	0	0.641155375269924	0.313850881497335	0	0	"Streptococcus_pseudopneumoniae"
"Treponema_maltophilum"	3	52	16.7768101179866	0.620481927710843	0.66027397260274	0.466934269742286	0.252003633182758	0.0104166666666667	0	"Treponema_maltophilum"
"Treponema_vincentii"	3	17	0	0.887550200803213	0.720547945205479	0.739556416621259	0.574348447266076	0	0	"Treponema_vincentii"
"Butyrivibrio_proteoclasticus"	4	5	0	0.383534136546185	0	0.621082420132792	0.411989026051916	0	0	"Butyrivibrio_proteoclasticus"
"Haemophilus_haemolyticus"	2	5	0	0.857429718875502	0.698630136986301	0.691542047587334	0.520523489462774	0	0	"Haemophilus_haemolyticus"
"Johnsonella_ignava"	3	37	0	0.755020080321285	0.505479452054794	0.462497225081229	0.905433009324434	0	0	"Johnsonella_ignava"
"Lactobacillus_helveticus"	1	1	0	0.194779116465863	0	0.237121854251176	0.315300019630139	0	0	"Lactobacillus_helveticus"
"Moryella_indoligenes"	4	16	71.2407689532689	0.590361445783133	0	0.855840043591451	0.855653891186718	0.0161290322580645	0	"Moryella_indoligenes"
"Stomatobaculum_longum"	4	14	0	0.889558232931727	0.947945205479452	0.465006558898912	0.958744367935132	0	0	"Stomatobaculum_longum"
"Veillonella_caviae"	4	4	0	0.616465863453815	0.552054794520548	0.908580351556982	0.205356929614582	0	0	"Veillonella_caviae"
"Lactobacillus_casei"	1	1	0	0.0301204819277108	0	0.164343807390365	0.0760944284532473	0	0	"Lactobacillus_casei"
"Actinomyces_funkei"	4	1	0	0.417670682730924	0	0.432126495933483	0.723243573315597	0	0	"Actinomyces_funkei"
"Peptostreptococcus_anaerobius"	4	2	0	0.186746987951807	0	0.64339771144881	0.224379619134942	0	0	"Peptostreptococcus_anaerobius"
"Lactobacillus_rhamnosus"	4	1	0	0.0140562248995984	0	0.225892212064338	0.0444223462770513	0	0	"Lactobacillus_rhamnosus"
"Vagococcus_lutrae"	4	1	0	0.389558232931727	0	0.426266472926883	0.431673114409752	0	0	"Vagococcus_lutrae"
"Bifidobacterium_longum"	5	2	0	0.596385542168675	0.423287671232877	0.241849609493249	0.386770514156823	NA	0	"Bifidobacterium_longum"
"Necropsobacter_rosorum"	4	9	0	0.106425702811245	0	0.432126495933483	0.161723788620603	0	0	"Necropsobacter_rosorum"
"Haemophilus_parasuis"	4	1	0	0.497991967871486	0	0.618705172448588	0.568812022775421	0	0	"Haemophilus_parasuis"
